OBJECTID,Join_Count,TARGET_FID,JOIN_FID,FID_LandCover_Elicott,Id,gridcode,FID_soils,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,HydroSG,CN,Land_Cover,Acres,Percent_Area,compositeCN,Id_1,gridcode_1,Shape_Length_1,Shape_Area_1,Shape_Length,Shape_Area
450,1,450,21,233,518003,22,195,MD027,6,LoC,793429,C,79,"Developed, Low Intensity",0.1108539,0.0000467,0.0036923,21,17,2131.051592292913938,213751.183355050627142,101.682605356801361,448.609849444051349
451,1,451,10,234,518004,21,40,MD027,6,LoB,793428,C,79,"Developed, Open Space",1.5368119,0.0006479,0.0511873,10,10,3020.013358109000364,306619.508513230364770,374.235633695639706,6219.257140084000639
452,1,452,10,235,518005,22,40,MD027,6,LoB,793428,C,79,"Developed, Low Intensity",4.1815000,0.0017630,0.1392751,10,10,3020.013358109000364,306619.508513230364770,744.018901592614043,16921.930010862746713
453,1,453,10,235,518005,22,195,MD027,6,LoC,793429,C,79,"Developed, Low Intensity",1.4966234,0.0006310,0.0498487,10,10,3020.013358109000364,306619.508513230364770,753.396157752318572,6056.620136078286123
454,1,454,10,235,518005,22,222,MD027,6,WcB,793659,D,84,"Developed, Low Intensity",1.0920858,0.0004604,0.0386768,10,10,3020.013358109000364,306619.508513230364770,301.625871730642416,4419.514454673258115
455,1,455,10,236,518006,23,98,MD027,6,LoB,793428,C,79,"Developed, Medium Intensity",3.0869021,0.0013015,0.1028169,10,10,3020.013358109000364,306619.508513230364770,824.567363022468840,12492.250152661625179
456,1,456,8,236,518006,23,127,MD027,6,MaD,793434,B,69,"Developed, Medium Intensity",0.8986870,0.0003789,0.0261440,8,7,2710.557690312651630,223470.614593752601650,499.635283395709507,3636.857301106779687
457,1,457,8,236,518006,23,177,MD027,6,UaF,628165,,,"Developed, Medium Intensity",8.9178810,0.0037599,,8,7,2710.557690312651630,223470.614593752601650,1594.272736399097084,36089.385807319573360
458,1,458,10,236,518006,23,194,MD027,6,LoC,793429,C,79,"Developed, Medium Intensity",2.0965836,0.0008839,0.0698319,10,10,3020.013358109000364,306619.508513230364770,658.919663320719906,8484.572720868762190
459,1,459,10,236,518006,23,195,MD027,6,LoC,793429,C,79,"Developed, Medium Intensity",0.9963485,0.0004201,0.0331858,10,10,3020.013358109000364,306619.508513230364770,561.498771563774653,4032.079330601886795
460,1,460,8,236,518006,23,196,MD027,6,MaC,793433,B,69,"Developed, Medium Intensity",0.2005866,0.0000846,0.0058353,8,7,2710.557690312651630,223470.614593752601650,191.789108116685725,811.745308888163777
461,1,461,10,236,518006,23,206,MD027,6,WcB,793659,D,84,"Developed, Medium Intensity",0.9126935,0.0003848,0.0323235,10,10,3020.013358109000364,306619.508513230364770,351.976933428829682,3693.539591093811850
462,1,462,10,236,518006,23,208,MD027,6,UuB,816903,D,84,"Developed, Medium Intensity",18.7672081,0.0079125,0.6646506,10,10,3020.013358109000364,306619.508513230364770,2600.475907544604524,75948.197506044714828
463,1,463,10,236,518006,23,222,MD027,6,WcB,793659,D,84,"Developed, Medium Intensity",0.0537388,0.0000227,0.0019032,10,10,3020.013358109000364,306619.508513230364770,101.013842510755637,217.473295844885683
464,1,464,20,237,518007,21,42,MD027,6,GmC,793002,C,79,"Developed, Open Space",0.0421374,0.0000178,0.0014035,20,12,2966.022498087810163,422200.428769216756336,64.184157756797788,170.523846044571258
465,1,465,20,237,518007,21,175,MD027,6,MgD,793438,B,69,"Developed, Open Space",0.5485989,0.0002313,0.0159595,20,12,2966.022498087810163,422200.428769216756336,191.622745222472673,2220.101154102846067
466,1,466,20,238,518008,41,173,MD027,6,GfC,792987,A,36,Deciduous Forest,0.2393141,0.0001009,0.0036323,20,12,2966.022498087810163,422200.428769216756336,124.564665636979356,968.469984558936858
467,1,467,20,239,518009,21,173,MD027,6,GfC,792987,A,49,"Developed, Open Space",0.0877130,0.0000370,0.0018121,20,12,2966.022498087810163,422200.428769216756336,155.780413867132751,354.962029452858815
468,1,468,21,240,518205,22,41,MD027,6,LoB,793428,C,79,"Developed, Low Intensity",0.8512753,0.0003589,0.0283538,21,17,2131.051592292913938,213751.183355050627142,261.917137682736779,3444.988673033421492
469,1,469,21,240,518205,22,195,MD027,6,LoC,793429,C,79,"Developed, Low Intensity",0.0418926,0.0000177,0.0013953,21,17,2131.051592292913938,213751.183355050627142,65.325702853156272,169.533392813106190
470,1,470,28,241,518206,23,177,MD027,6,UaF,628165,,,"Developed, Medium Intensity",0.1521871,0.0000642,,28,18,2457.372814658277093,189153.169382421794580,113.157511527837357,615.879178120105735
471,1,471,13,242,518207,21,88,MD027,6,GfB,792986,A,49,"Developed, Open Space",0.2189298,0.0000923,0.0045229,13,15,1694.776191756898925,111618.358385694897152,116.915070538919608,885.977499560330330
472,1,472,13,242,518207,21,174,MD027,6,MgD,793438,B,69,"Developed, Open Space",0.0034650,0.0000015,0.0001008,13,15,1694.776191756898925,111618.358385694897152,18.181939879011548,14.022500523488684
473,1,473,17,243,518208,22,86,MD027,6,GfB,792986,A,49,"Developed, Low Intensity",0.4103083,0.0001730,0.0084766,17,8,3008.033224000378141,415673.349608668300789,208.808281333106862,1660.458661106008776
474,1,474,17,243,518208,22,169,MD027,6,GfC,792987,A,49,"Developed, Low Intensity",0.0051072,0.0000022,0.0001055,17,8,3008.033224000378141,415673.349608668300789,31.701492443263611,20.668301075395078
475,1,475,17,243,518208,22,213,MD027,6,GuB,793005,C,79,"Developed, Low Intensity",1.5112125,0.0006371,0.0503347,17,8,3008.033224000378141,415673.349608668300789,370.438175472204080,6115.659715670884907
476,1,476,24,244,518209,22,59,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.0143297,0.0000060,0.0004169,24,21,2896.187851393186520,314248.210131839499809,35.683904120301861,57.990433194274992
477,1,477,24,244,518209,22,169,MD027,6,GfC,792987,A,49,"Developed, Low Intensity",1.0151694,0.0004280,0.0209724,24,21,2896.187851393186520,314248.210131839499809,254.439707585948156,4108.244918738657361
478,1,478,24,245,518210,21,59,MD027,6,MgD,793438,B,69,"Developed, Open Space",0.0576388,0.0000243,0.0016768,24,21,2896.187851393186520,314248.210131839499809,79.940724760125789,233.256133533783839
479,1,479,24,245,518210,21,169,MD027,6,GfC,792987,A,49,"Developed, Open Space",1.5291505,0.0006447,0.0315908,24,21,2896.187851393186520,314248.210131839499809,347.092403986936063,6188.252655115556081
480,1,480,20,246,518211,21,87,MD027,6,GfB,792986,A,49,"Developed, Open Space",0.2223948,0.0000938,0.0045945,20,12,2966.022498087810163,422200.428769216756336,120.000000005587935,900.000000083819032
481,1,481,20,247,518212,21,175,MD027,6,MgD,793438,B,69,"Developed, Open Space",0.2223948,0.0000938,0.0064698,20,12,2966.022498087810163,422200.428769216756336,119.999999996274710,899.999999944120646
482,1,482,20,248,518213,43,162,MD027,6,MgF,793439,B,60,Mixed Forest,1.0710410,0.0004516,0.0270939,20,12,2966.022498087810163,422200.428769216756336,324.111797899722433,4334.349255204869223
483,1,483,20,248,518213,43,173,MD027,6,GfC,792987,A,36,Mixed Forest,0.1984955,0.0000837,0.0030128,20,12,2966.022498087810163,422200.428769216756336,190.758123863851381,803.282745224451219
484,1,484,18,249,518395,21,40,MD027,6,LoB,793428,C,79,"Developed, Open Space",0.1146025,0.0000483,0.0038171,18,16,1551.262302386482588,98072.132435787672875,86.435656498984841,463.779846515502186
485,1,485,18,249,518395,21,195,MD027,6,LoC,793429,C,79,"Developed, Open Space",0.1077923,0.0000454,0.0035903,18,16,1551.262302386482588,98072.132435787672875,111.094610994548944,436.220153428618460
486,1,486,18,250,518396,41,40,MD027,6,LoB,793428,C,73,Deciduous Forest,0.2688818,0.0001134,0.0082756,18,16,1551.262302386482588,98072.132435787672875,140.662815489542282,1088.125930396007561
487,1,487,18,250,518396,41,98,MD027,6,LoB,793428,C,73,Deciduous Forest,0.4810806,0.0002028,0.0148066,18,16,1551.262302386482588,98072.132435787672875,206.621183231953069,1946.864210969309624
488,1,488,18,250,518396,41,194,MD027,6,LoC,793429,C,73,Deciduous Forest,0.2010171,0.0000848,0.0061869,18,16,1551.262302386482588,98072.132435787672875,189.133960199059288,813.487307915763836
489,1,489,18,250,518396,41,195,MD027,6,LoC,793429,C,73,Deciduous Forest,1.4142113,0.0005963,0.0435263,18,16,1551.262302386482588,98072.132435787672875,446.019110357998102,5723.109839070455564
490,1,490,18,250,518396,41,206,MD027,6,WcB,793659,D,79,Deciduous Forest,1.5876851,0.0006694,0.0528818,18,16,1551.262302386482588,98072.132435787672875,442.931805317084127,6425.133776268145994
491,1,491,13,251,518397,22,174,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.1424717,0.0000601,0.0041447,13,15,1694.776191756898925,111618.358385694897152,112.521304064024804,576.562499972060323
492,1,492,17,252,518398,43,86,MD027,6,GfB,792986,A,36,Mixed Forest,0.1857145,0.0000783,0.0028188,17,8,3008.033224000378141,415673.349608668300789,126.273422735634824,751.559727135604362
493,1,493,17,252,518398,43,169,MD027,6,GfC,792987,A,36,Mixed Forest,0.8249170,0.0003478,0.0125207,17,8,3008.033224000378141,415673.349608668300789,231.276724160095512,3338.320643934338477
494,1,494,17,253,518399,22,103,MD027,6,MgF,793439,B,69,"Developed, Low Intensity",0.1923786,0.0000811,0.0055965,17,8,3008.033224000378141,415673.349608668300789,140.779719295138420,778.528671491625346
495,1,495,20,253,518399,22,161,MD027,6,MgF,793439,B,69,"Developed, Low Intensity",0.7089630,0.0002989,0.0206247,20,12,2966.022498087810163,422200.428769216756336,446.971204757515181,2869.071505622086534
496,1,496,20,253,518399,22,170,MD027,6,GfC,792987,A,49,"Developed, Low Intensity",2.1891758,0.0009230,0.0452263,20,12,2966.022498087810163,422200.428769216756336,714.246860839112401,8859.280085373698967
497,1,497,20,253,518399,22,175,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",2.6913025,0.0011347,0.0782936,20,12,2966.022498087810163,422200.428769216756336,484.332476150239700,10891.315036350511946
498,1,498,17,253,518399,22,176,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",1.2749192,0.0005375,0.0370891,17,8,3008.033224000378141,415673.349608668300789,379.304194010282686,5159.414705991544906
499,1,499,20,253,518399,22,180,MD027,6,UuB,816903,D,84,"Developed, Low Intensity",6.4960999,0.0027388,0.2300628,20,12,2966.022498087810163,422200.428769216756336,1669.300139401187607,26288.783898841353221
500,1,500,17,253,518399,22,182,MD027,6,GhB,792997,B,69,"Developed, Low Intensity",1.8252180,0.0007695,0.0530980,17,8,3008.033224000378141,415673.349608668300789,703.493896341139816,7386.395204665025631
501,1,501,17,253,518399,22,213,MD027,6,GuB,793005,C,79,"Developed, Low Intensity",0.2494056,0.0001052,0.0083071,17,8,3008.033224000378141,415673.349608668300789,125.912911469012201,1009.308586520866470
502,1,502,20,254,518400,21,42,MD027,6,GmC,793002,C,79,"Developed, Open Space",0.0583214,0.0000246,0.0019425,20,12,2966.022498087810163,422200.428769216756336,79.651957675515163,236.018377930541931
503,1,503,20,254,518400,21,61,MD027,6,MgD,793438,B,69,"Developed, Open Space",0.0016428,0.0000007,0.0000478,20,12,2966.022498087810163,422200.428769216756336,15.896021082251742,6.648011099323535
504,1,504,20,254,518400,21,162,MD027,6,MgF,793439,B,69,"Developed, Open Space",0.3848255,0.0001622,0.0111951,20,12,2966.022498087810163,422200.428769216756336,167.081081930516461,1557.333610858375778
505,1,505,21,255,518576,41,20,MD027,6,LrD,793430,C,73,Deciduous Forest,0.0268202,0.0000113,0.0008255,21,17,2131.051592292913938,213751.183355050627142,49.809988877153998,108.537329593936420
506,1,506,21,255,518576,41,41,MD027,6,LoB,793428,C,73,Deciduous Forest,0.1012260,0.0000427,0.0031155,21,17,2131.051592292913938,213751.183355050627142,88.901922194032863,409.646969354649514
507,1,507,21,255,518576,41,195,MD027,6,LoC,793429,C,73,Deciduous Forest,0.0241409,0.0000102,0.0007430,21,17,2131.051592292913938,213751.183355050627142,48.469990565614275,97.694879132178940
508,1,508,21,256,518577,24,195,MD027,6,LoC,793429,C,,"Developed, High Intensity",0.5691595,0.0002400,,21,17,2131.051592292913938,213751.183355050627142,221.348311371941918,2303.306877280756908
509,1,509,21,256,518577,24,206,MD027,6,WcB,793659,D,,"Developed, High Intensity",0.1630640,0.0000687,,21,17,2131.051592292913938,213751.183355050627142,132.436549345929791,659.896791395830292
510,1,510,13,257,518578,22,43,MD027,6,GmC,793002,C,79,"Developed, Low Intensity",0.0098692,0.0000042,0.0003287,13,15,1694.776191756898925,111618.358385694897152,30.689203698234810,39.939316225320262
511,1,511,17,257,518578,22,88,MD027,6,GfB,792986,A,49,"Developed, Low Intensity",19.5651283,0.0082489,0.4041971,17,8,3008.033224000378141,415673.349608668300789,2408.294841586436178,79177.268568414117908
512,1,512,13,257,518578,22,174,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.3745397,0.0001579,0.0108959,13,15,1694.776191756898925,111618.358385694897152,278.119870557633192,1515.708285129750493
513,1,513,17,257,518578,22,176,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.2000815,0.0000844,0.0058206,17,8,3008.033224000378141,415673.349608668300789,282.404967896446408,809.701197858193837
514,1,514,17,257,518578,22,209,MD027,6,UuB,816903,D,84,"Developed, Low Intensity",1.9845772,0.0008367,0.0702848,17,8,3008.033224000378141,415673.349608668300789,511.494458291327419,8031.299140718063427
515,1,515,17,257,518578,22,213,MD027,6,GuB,793005,C,79,"Developed, Low Intensity",0.0016652,0.0000007,0.0000555,17,8,3008.033224000378141,415673.349608668300789,20.981315152402985,6.738994287524384
516,1,516,24,258,518579,41,59,MD027,6,MgD,793438,B,60,Deciduous Forest,0.1728378,0.0000729,0.0043722,24,21,2896.187851393186520,314248.210131839499809,120.553948315017408,699.449795636880253
517,1,517,24,258,518579,41,169,MD027,6,GfC,792987,A,36,Deciduous Forest,0.2719519,0.0001147,0.0041277,24,21,2896.187851393186520,314248.210131839499809,136.060741001897043,1100.550204474878456
518,1,518,13,259,518771,41,43,MD027,6,GmC,793002,C,73,Deciduous Forest,0.1967742,0.0000830,0.0060563,13,15,1694.776191756898925,111618.358385694897152,143.995569638102722,796.316817976634411
519,1,519,13,259,518771,41,55,MD027,6,MgD,793438,B,60,Deciduous Forest,0.0075218,0.0000032,0.0001903,13,15,1694.776191756898925,111618.358385694897152,31.937246597706924,30.439824347579549
520,1,520,13,259,518771,41,148,MD027,6,GbB,792900,A,36,Deciduous Forest,0.2404937,0.0001014,0.0036502,13,15,1694.776191756898925,111618.358385694897152,153.813601876087660,973.243357340509760
521,1,521,13,260,518772,22,43,MD027,6,GmC,793002,C,79,"Developed, Low Intensity",0.2192417,0.0000924,0.0073024,13,15,1694.776191756898925,111618.358385694897152,117.771172993906148,887.239690838737943
522,1,522,13,260,518772,22,55,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.0724000,0.0000305,0.0021062,13,15,1694.776191756898925,111618.358385694897152,81.220790073089105,292.992219856872907
523,1,523,13,260,518772,22,148,MD027,6,GbB,792900,A,49,"Developed, Low Intensity",0.0413440,0.0000174,0.0008541,13,15,1694.776191756898925,111618.358385694897152,72.967663992574757,167.313211417506750
524,1,524,13,260,518772,22,174,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.1118040,0.0000471,0.0032525,13,15,1694.776191756898925,111618.358385694897152,92.072453086919069,452.454877998641052
525,1,525,13,261,518773,21,43,MD027,6,GmC,793002,C,79,"Developed, Open Space",0.1581423,0.0000667,0.0052673,13,15,1694.776191756898925,111618.358385694897152,130.472904645381789,639.979374240740754
526,1,526,13,261,518773,21,88,MD027,6,GfB,792986,A,49,"Developed, Open Space",2.4391031,0.0010284,0.0503896,13,15,1694.776191756898925,111618.358385694897152,463.750978725680056,9870.700202760268439
527,1,527,13,261,518773,21,174,MD027,6,MgD,793438,B,69,"Developed, Open Space",0.3786426,0.0001596,0.0110152,13,15,1694.776191756898925,111618.358385694897152,170.566042916201894,1532.312085053064720
528,1,528,17,262,518774,21,59,MD027,6,MgD,793438,B,69,"Developed, Open Space",0.2353648,0.0000992,0.0068471,17,8,3008.033224000378141,415673.349608668300789,125.407186686553388,952.487599987829299
529,1,529,17,262,518774,21,86,MD027,6,GfB,792986,A,49,"Developed, Open Space",0.4853817,0.0002046,0.0100275,17,8,3008.033224000378141,415673.349608668300789,223.333671905804493,1964.269904733806698
530,1,530,17,262,518774,21,169,MD027,6,GfC,792987,A,49,"Developed, Open Space",0.1931573,0.0000814,0.0039904,17,8,3008.033224000378141,415673.349608668300789,149.831954750480634,781.679995487037559
531,1,531,20,263,518775,41,42,MD027,6,GmC,793002,C,73,Deciduous Forest,0.0040721,0.0000017,0.0001253,20,12,2966.022498087810163,422200.428769216756336,62.137725440717162,16.479253118467899
532,1,532,20,263,518775,41,170,MD027,6,GfC,792987,A,36,Deciduous Forest,0.0150739,0.0000064,0.0002288,20,12,2966.022498087810163,422200.428769216756336,43.319026208359055,61.001981095238875
533,1,533,20,263,518775,41,175,MD027,6,MgD,793438,B,60,Deciduous Forest,0.2032488,0.0000857,0.0051415,20,12,2966.022498087810163,422200.428769216756336,111.561595033166768,822.518765618655152
534,1,534,20,264,518776,41,42,MD027,6,GmC,793002,C,73,Deciduous Forest,0.6954086,0.0002932,0.0214031,20,12,2966.022498087810163,422200.428769216756336,272.891596600969251,2814.218849629532542
535,1,535,20,264,518776,41,61,MD027,6,MgD,793438,B,60,Deciduous Forest,0.7352750,0.0003100,0.0186001,20,12,2966.022498087810163,422200.428769216756336,338.962381367333933,2975.552545608859418
536,1,536,20,264,518776,41,162,MD027,6,MgF,793439,B,60,Deciduous Forest,0.5718161,0.0002411,0.0144651,20,12,2966.022498087810163,422200.428769216756336,347.620836869483014,2314.057548424647393
537,1,537,20,264,518776,41,175,MD027,6,MgD,793438,B,60,Deciduous Forest,0.3526812,0.0001487,0.0089217,20,12,2966.022498087810163,422200.428769216756336,223.474066426781349,1427.250158329029773
538,1,538,21,265,518922,22,195,MD027,6,LoC,793429,C,79,"Developed, Low Intensity",0.0004254,0.0000002,0.0000142,21,17,2131.051592292913938,213751.183355050627142,6.380489752466103,1.721454102256135
539,1,539,21,265,518922,22,206,MD027,6,WcB,793659,D,84,"Developed, Low Intensity",0.1419920,0.0000599,0.0050287,21,17,2131.051592292913938,213751.183355050627142,109.957389220555172,574.621319405387794
540,1,540,13,266,518923,23,43,MD027,6,GmC,793002,C,79,"Developed, Medium Intensity",0.3988953,0.0001682,0.0132862,13,15,1694.776191756898925,111618.358385694897152,193.801636207412542,1614.272005706650361
541,1,541,28,266,518923,23,148,MD027,6,GbB,792900,A,49,"Developed, Medium Intensity",2.0398288,0.0008600,0.0421409,28,18,2457.372814658277093,189153.169382421794580,651.928167173386669,8254.893937424540127
542,1,542,13,266,518923,23,174,MD027,6,MgD,793438,B,69,"Developed, Medium Intensity",1.0027343,0.0004228,0.0291709,13,15,1694.776191756898925,111618.358385694897152,417.835021808936233,4057.921532024113276
543,1,543,28,266,518923,23,177,MD027,6,UaF,628165,,,"Developed, Medium Intensity",0.3919107,0.0001652,,28,18,2457.372814658277093,189153.169382421794580,248.888546441181774,1586.006306156468099
544,1,544,13,267,518924,23,148,MD027,6,GbB,792900,A,49,"Developed, Medium Intensity",0.2223948,0.0000938,0.0045945,13,15,1694.776191756898925,111618.358385694897152,120.000000013038516,900.000000195577741
545,1,545,13,268,518925,22,55,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.0827834,0.0000349,0.0024083,13,15,1694.776191756898925,111618.358385694897152,103.651744145546900,335.012468594716552
546,1,546,13,268,518925,22,148,MD027,6,GbB,792900,A,49,"Developed, Low Intensity",0.1396115,0.0000589,0.0028842,13,15,1694.776191756898925,111618.358385694897152,100.913405220602499,564.987531544981834
547,1,547,24,269,518926,21,87,MD027,6,GfB,792986,A,49,"Developed, Open Space",0.1521871,0.0000642,0.0031440,24,21,2896.187851393186520,314248.210131839499809,113.157511520465533,615.879178039697308
548,1,548,21,270,519119,41,20,MD027,6,LrD,793430,C,73,Deciduous Forest,1.3611515,0.0005739,0.0418932,21,17,2131.051592292913938,213751.183355050627142,300.128760785427858,5508.384752274903803
549,1,549,21,270,519119,41,41,MD027,6,LoB,793428,C,73,Deciduous Forest,0.0550618,0.0000232,0.0016947,21,17,2131.051592292913938,213751.183355050627142,111.924303899766386,222.827103089991652
550,1,550,21,270,519119,41,206,MD027,6,WcB,793659,D,79,Deciduous Forest,0.1542684,0.0000650,0.0051383,21,17,2131.051592292913938,213751.183355050627142,196.363376731256665,624.301931624104895
551,1,551,21,271,519120,41,206,MD027,6,WcB,793659,D,79,Deciduous Forest,0.2223948,0.0000938,0.0074074,21,17,2131.051592292913938,213751.183355050627142,119.999999994412065,899.999999916180968
552,1,552,21,272,519121,23,40,MD027,6,LoB,793428,C,79,"Developed, Medium Intensity",0.7589307,0.0003200,0.0252781,21,17,2131.051592292913938,213751.183355050627142,312.253248881286197,3071.283812091359323
553,1,553,21,272,519121,23,195,MD027,6,LoC,793429,C,79,"Developed, Medium Intensity",4.9826188,0.0021007,0.1659584,21,17,2131.051592292913938,213751.183355050627142,954.952189352563664,20163.943424594752287
554,1,554,21,272,519121,23,206,MD027,6,WcB,793659,D,84,"Developed, Medium Intensity",3.1148434,0.0013133,0.1103138,21,17,2131.051592292913938,213751.183355050627142,671.303716435509386,12605.324020361691510
555,1,555,18,273,519122,41,193,MD027,6,LoC,793429,C,73,Deciduous Forest,0.1424717,0.0000601,0.0043850,18,16,1551.262302386482588,98072.132435787672875,112.521304067621202,576.562499970314093
556,1,556,24,274,519123,22,211,MD027,6,GuB,793005,C,79,"Developed, Low Intensity",0.2223948,0.0000938,0.0074074,24,21,2896.187851393186520,314248.210131839499809,119.999999998137355,899.999999972060323
557,1,557,24,275,519124,41,59,MD027,6,MgD,793438,B,60,Deciduous Forest,0.0975267,0.0000411,0.0024671,24,21,2896.187851393186520,314248.210131839499809,149.682119690118100,394.676727999611899
558,1,558,24,275,519124,41,211,MD027,6,GuB,793005,C,73,Deciduous Forest,0.2226274,0.0000939,0.0068520,24,21,2896.187851393186520,314248.210131839499809,145.718295404940676,900.940947401169751
559,1,559,24,276,519125,41,59,MD027,6,MgD,793438,B,60,Deciduous Forest,3.1737800,0.0013381,0.0802865,24,21,2896.187851393186520,314248.210131839499809,680.332483605676430,12843.832246657109863
560,1,560,24,276,519125,41,87,MD027,6,GfB,792986,A,36,Deciduous Forest,0.9629053,0.0004060,0.0146151,24,21,2896.187851393186520,314248.210131839499809,502.513689083041641,3896.739712595367109
561,1,561,20,276,519125,41,128,MD027,6,MgD,793438,B,60,Deciduous Forest,0.0020571,0.0000009,0.0000520,20,12,2966.022498087810163,422200.428769216756336,16.082523471329601,8.324629545584806
562,1,562,24,276,519125,41,159,MD027,6,MgF,793439,B,60,Deciduous Forest,0.0390351,0.0000165,0.0009875,24,21,2896.187851393186520,314248.210131839499809,57.067997082506196,157.969316832371817
563,1,563,20,276,519125,41,161,MD027,6,MgF,793439,B,60,Deciduous Forest,2.5238705,0.0010641,0.0638459,20,12,2966.022498087810163,422200.428769216756336,605.179331596364136,10213.741400913751932
564,1,564,20,276,519125,41,169,MD027,6,GfC,792987,A,36,Deciduous Forest,1.5352548,0.0006473,0.0233022,20,12,2966.022498087810163,422200.428769216756336,477.693886993082288,6212.956001754168938
565,1,565,20,276,519125,41,180,MD027,6,UuB,816903,D,79,Deciduous Forest,0.1938419,0.0000817,0.0064564,20,12,2966.022498087810163,422200.428769216756336,161.169684936923119,784.450252656304201
566,1,566,20,277,519126,21,162,MD027,6,MgF,793439,B,69,"Developed, Open Space",0.5755275,0.0002427,0.0167429,20,12,2966.022498087810163,422200.428769216756336,246.493118259152197,2329.077465058696816
567,1,567,20,277,519126,21,173,MD027,6,GfC,792987,A,49,"Developed, Open Space",1.2543893,0.0005289,0.0259145,20,12,2966.022498087810163,422200.428769216756336,442.932031808449722,5076.333261309325280
568,1,568,21,278,519291,41,41,MD027,6,LoB,793428,C,73,Deciduous Forest,0.1521871,0.0000642,0.0046840,21,17,2131.051592292913938,213751.183355050627142,113.157511521544563,615.879178049854090
569,1,569,18,279,519292,42,11,MD027,6,LmB,793427,C,73,Evergreen Forest,0.0147352,0.0000062,0.0004535,18,16,1551.262302386482588,98072.132435787672875,51.039255798679676,59.631320094772740
570,1,570,14,279,519292,42,18,MD027,6,LrD,793430,C,73,Evergreen Forest,0.1555180,0.0000656,0.0047865,14,13,891.318021916645421,21989.439515995232796,106.515538597417617,629.358946398209014
571,1,571,18,279,519292,42,193,MD027,6,LoC,793429,C,73,Evergreen Forest,0.9617561,0.0004055,0.0296007,18,16,1551.262302386482588,98072.132435787672875,280.615542112332434,3892.088834950527598
572,1,572,15,280,519293,22,57,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.1054064,0.0000444,0.0030664,15,14,711.519534468186748,28586.470081132662017,119.470280834738773,426.564378219217815
573,1,573,15,280,519293,22,206,MD027,6,WcB,793659,D,84,"Developed, Low Intensity",0.1530679,0.0000645,0.0054210,15,14,711.519534468186748,28586.470081132662017,109.188428274450715,619.443922458802263
574,1,574,13,281,519294,22,43,MD027,6,GmC,793002,C,79,"Developed, Low Intensity",0.0019980,0.0000008,0.0000665,13,15,1694.776191756898925,111618.358385694897152,12.978983235396869,8.085751723985217
575,1,575,17,281,519294,22,75,MD027,6,GfC,792987,A,49,"Developed, Low Intensity",0.1343364,0.0000566,0.0027753,17,8,3008.033224000378141,415673.349608668300789,145.232987161745598,543.640188475541549
576,1,576,25,281,519294,22,88,MD027,6,GfB,792986,A,49,"Developed, Low Intensity",3.4443905,0.0014522,0.0711579,25,19,1996.258459687166123,184420.327638212009333,693.102153328428585,13938.953792834134219
577,1,577,17,281,519294,22,160,MD027,6,MgF,793439,B,69,"Developed, Low Intensity",0.0014263,0.0000006,0.0000415,17,8,3008.033224000378141,415673.349608668300789,12.620582491841541,5.772210968495942
578,1,578,25,281,519294,22,174,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.4726249,0.0001993,0.0137493,25,19,1996.258459687166123,184420.327638212009333,209.829206533180098,1912.645131143537128
579,1,579,24,282,519295,21,59,MD027,6,MgD,793438,B,69,"Developed, Open Space",0.0581751,0.0000245,0.0016924,24,21,2896.187851393186520,314248.210131839499809,74.931067133940104,235.426444937283748
580,1,580,24,282,519295,21,211,MD027,6,GuB,793005,C,79,"Developed, Open Space",0.8314042,0.0003505,0.0276920,24,21,2896.187851393186520,314248.210131839499809,285.715800570941838,3364.573555062715968
581,1,581,20,283,519296,41,159,MD027,6,MgF,793439,B,60,Deciduous Forest,0.1085084,0.0000457,0.0027449,20,12,2966.022498087810163,422200.428769216756336,108.058699339634984,439.117900628852681
582,1,582,20,283,519296,41,170,MD027,6,GfC,792987,A,36,Deciduous Forest,0.1254423,0.0000529,0.0019040,20,12,2966.022498087810163,422200.428769216756336,109.891943022378996,507.646779462346501
583,1,583,20,283,519296,41,212,MD027,6,GuB,793005,C,73,Deciduous Forest,0.5817013,0.0002453,0.0179035,20,12,2966.022498087810163,422200.428769216756336,202.673714619904558,2354.061726467535664
584,1,584,20,284,519297,21,42,MD027,6,GmC,793002,C,79,"Developed, Open Space",0.1924554,0.0000811,0.0064102,20,12,2966.022498087810163,422200.428769216756336,138.061317657350941,778.839479677384361
585,1,585,20,284,519297,21,61,MD027,6,MgD,793438,B,69,"Developed, Open Space",1.2951643,0.0005461,0.0376781,20,12,2966.022498087810163,422200.428769216756336,345.141669456516354,5241.344266842215802
586,1,586,20,284,519297,21,162,MD027,6,MgF,793439,B,69,"Developed, Open Space",3.1342642,0.0013214,0.0911799,20,12,2966.022498087810163,422200.428769216756336,757.213823267077146,12683.917080869534402
