OBJECTID,Join_Count,TARGET_FID,JOIN_FID,FID_LandCover_Elicott,Id,gridcode,FID_soils,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,HydroSG,CN,Land_Cover,Acres,Percent_Area,compositeCN,Id_1,gridcode_1,Shape_Length_1,Shape_Area_1,Shape_Length,Shape_Area
806,1,806,20,358,520618,22,87,MD027,6,GfB,792986,A,49,"Developed, Low Intensity",1.4176303,0.0005977,0.0292869,20,12,2966.022498087810163,422200.428769216756336,360.031805156175778,5736.946148351237753
807,1,807,20,358,520618,22,159,MD027,6,MgF,793439,B,69,"Developed, Low Intensity",1.2072542,0.0005090,0.0351206,20,12,2966.022498087810163,422200.428769216756336,505.108970466324081,4885.584197781022340
808,1,808,20,358,520618,22,162,MD027,6,MgF,793439,B,69,"Developed, Low Intensity",0.1082831,0.0000457,0.0031501,20,12,2966.022498087810163,422200.428769216756336,130.138649728598409,438.206208103513859
809,1,809,20,358,520618,22,212,MD027,6,GuB,793005,C,79,"Developed, Low Intensity",2.2038054,0.0009292,0.0734032,20,12,2966.022498087810163,422200.428769216756336,634.016373481924688,8918.484626969246165
810,1,810,20,359,520619,22,8,MD027,6,Co,792809,C,79,"Developed, Low Intensity",0.0213211,0.0000090,0.0007102,20,12,2966.022498087810163,422200.428769216756336,57.793860894243323,86.283489410580700
811,1,811,20,359,520619,22,162,MD027,6,MgF,793439,B,69,"Developed, Low Intensity",0.1091710,0.0000460,0.0031759,20,12,2966.022498087810163,422200.428769216756336,88.895668633874763,441.799275115514206
812,1,812,20,359,520619,22,212,MD027,6,GuB,793005,C,79,"Developed, Low Intensity",0.0919027,0.0000387,0.0030610,20,12,2966.022498087810163,422200.428769216756336,90.453290170973034,371.917235250387648
813,1,813,30,360,520620,22,58,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.2525559,0.0001065,0.0073472,30,24,1782.880544236458036,101665.454445889845374,134.608695624109032,1022.057587553811572
814,1,814,30,360,520620,22,131,MD027,6,GfB,792986,A,49,"Developed, Low Intensity",1.0202136,0.0004301,0.0210767,30,24,1782.880544236458036,101665.454445889845374,273.946620720283477,4128.657816675979120
815,1,815,30,360,520620,22,162,MD027,6,MgF,793439,B,69,"Developed, Low Intensity",0.0002702,0.0000001,0.0000079,30,24,1782.880544236458036,101665.454445889845374,11.754091134099575,1.093655042575765
816,1,816,30,360,520620,22,168,MD027,6,GfC,792987,A,49,"Developed, Low Intensity",0.0613293,0.0000259,0.0012670,30,24,1782.880544236458036,101665.454445889845374,89.093597447839613,248.190940643814230
817,1,817,21,361,520799,43,41,MD027,6,LoB,793428,C,73,Mixed Forest,0.1344802,0.0000567,0.0041390,21,17,2131.051592292913938,213751.183355050627142,159.573023979534241,544.221939840355162
819,1,819,31,362,520800,21,16,MD027,6,LrF,793431,C,79,"Developed, Open Space",0.0490017,0.0000207,0.0016321,31,23,2384.870074047698381,274914.195571846503299,64.057528378945662,198.302803212367991
820,1,820,31,362,520800,21,206,MD027,6,WcB,793659,D,84,"Developed, Open Space",0.1733932,0.0000731,0.0061408,31,23,2384.870074047698381,274914.195571846503299,109.438466746863796,701.697196871451069
821,1,821,31,363,520801,41,115,MD027,6,LeC,793014,C,73,Deciduous Forest,0.0056680,0.0000024,0.0001744,31,23,2384.870074047698381,274914.195571846503299,23.172578829971236,22.937614526631037
822,1,822,31,363,520801,41,206,MD027,6,WcB,793659,D,79,Deciduous Forest,0.1368037,0.0000577,0.0045566,31,23,2384.870074047698381,274914.195571846503299,102.375236573698743,553.624885543120854
823,1,823,24,364,520802,22,8,MD027,6,Co,792809,C,79,"Developed, Low Intensity",0.0628103,0.0000265,0.0020921,24,21,2896.187851393186520,314248.210131839499809,90.786563153011627,254.184378764326908
824,1,824,24,364,520802,22,157,MD027,6,MgF,793439,B,69,"Developed, Low Intensity",0.1595845,0.0000673,0.0046425,24,21,2896.187851393186520,314248.210131839499809,106.005172683490343,645.815621235673120
825,1,825,24,365,520803,21,8,MD027,6,Co,792809,C,79,"Developed, Open Space",0.3873372,0.0001633,0.0129012,24,21,2896.187851393186520,314248.210131839499809,343.266958122460210,1567.497907827655354
826,1,826,24,365,520803,21,56,MD027,6,MgD,793438,B,69,"Developed, Open Space",1.8836834,0.0007942,0.0547988,24,21,2896.187851393186520,314248.210131839499809,605.370881186815495,7622.996545358975709
827,1,827,24,365,520803,21,86,MD027,6,GfB,792986,A,49,"Developed, Open Space",0.2946137,0.0001242,0.0060864,24,21,2896.187851393186520,314248.210131839499809,202.335075667585983,1192.259180855440491
828,1,828,24,366,520804,22,8,MD027,6,Co,792809,C,79,"Developed, Low Intensity",1.5997462,0.0006745,0.0532835,24,21,2896.187851393186520,314248.210131839499809,547.183595463938900,6473.943236608838561
829,1,829,24,366,520804,22,54,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",1.0199562,0.0004300,0.0296719,24,21,2896.187851393186520,314248.210131839499809,394.378946352102844,4127.616212499832727
830,1,830,24,367,520805,21,8,MD027,6,Co,792809,C,79,"Developed, Open Space",1.4474999,0.0006103,0.0482125,24,21,2896.187851393186520,314248.210131839499809,471.482078420825417,5857.824358162965837
831,1,831,20,367,520805,21,87,MD027,6,GfB,792986,A,49,"Developed, Open Space",0.0571259,0.0000241,0.0011802,20,12,2966.022498087810163,422200.428769216756336,62.092280187280132,231.180255592957224
832,1,832,24,367,520805,21,102,MD027,6,MgF,793439,B,69,"Developed, Open Space",0.3870926,0.0001632,0.0112610,24,21,2896.187851393186520,314248.210131839499809,202.099565189947668,1566.508376267527638
833,1,833,24,367,520805,21,159,MD027,6,MgF,793439,B,69,"Developed, Open Space",0.4507250,0.0001900,0.0131122,24,21,2896.187851393186520,314248.210131839499809,179.390076194074140,1824.019391633961732
834,1,834,24,367,520805,21,212,MD027,6,GuB,793005,C,79,"Developed, Open Space",0.0863080,0.0000364,0.0028747,24,21,2896.187851393186520,314248.210131839499809,119.758511236862589,349.276212421537991
835,1,835,23,368,520806,21,8,MD027,6,Co,792809,C,79,"Developed, Open Space",0.1091509,0.0000460,0.0036355,23,22,1185.510333198350054,41232.693552733733668,98.157413040169047,441.718104382680963
836,1,836,23,368,520806,21,162,MD027,6,MgF,793439,B,69,"Developed, Open Space",0.1132439,0.0000477,0.0032944,23,22,1185.510333198350054,41232.693552733733668,96.844629646160172,458.281895757017367
837,1,837,23,369,520807,41,8,MD027,6,Co,792809,C,73,Deciduous Forest,0.0030689,0.0000013,0.0000945,23,22,1185.510333198350054,41232.693552733733668,17.449328609821990,12.419451747904095
838,1,838,20,369,520807,41,61,MD027,6,MgD,793438,B,60,Deciduous Forest,0.4286927,0.0001807,0.0108446,20,12,2966.022498087810163,422200.428769216756336,169.332392817786911,1734.857640583489228
839,1,839,20,369,520807,41,131,MD027,6,GfB,792986,A,36,Deciduous Forest,0.1868811,0.0000788,0.0028365,20,12,2966.022498087810163,422200.428769216756336,138.276872432392707,756.280901273510153
840,1,840,20,369,520807,41,162,MD027,6,MgF,793439,B,60,Deciduous Forest,5.1109514,0.0021548,0.1292907,20,12,2966.022498087810163,422200.428769216756336,1367.753639101365025,20683.287373299994215
841,1,841,20,369,520807,41,168,MD027,6,GfC,792987,A,36,Deciduous Forest,0.7980961,0.0003365,0.0121136,20,12,2966.022498087810163,422200.428769216756336,310.447238040417744,3229.780521873590260
842,1,842,20,369,520807,41,212,MD027,6,GuB,793005,C,73,Deciduous Forest,1.0550216,0.0004448,0.0324712,20,12,2966.022498087810163,422200.428769216756336,451.270314557913480,4269.521300392148078
843,1,843,23,370,520808,21,162,MD027,6,MgF,793439,B,69,"Developed, Open Space",0.6437874,0.0002714,0.0187286,23,22,1185.510333198350054,41232.693552733733668,202.321121778095517,2605.315071400892066
844,1,844,23,370,520808,21,168,MD027,6,GfC,792987,A,49,"Developed, Open Space",0.2457920,0.0001036,0.0050778,23,22,1185.510333198350054,41232.693552733733668,162.377617532143745,994.684928152073098
845,1,845,21,371,520999,52,20,MD027,6,LrD,793430,C,73,Shrub/Scrub,0.6061139,0.0002555,0.0186548,21,17,2131.051592292913938,213751.183355050627142,313.531926279240906,2452.855825375181666
846,1,846,21,371,520999,52,41,MD027,6,LoB,793428,C,73,Shrub/Scrub,2.1822145,0.0009201,0.0671637,21,17,2131.051592292913938,213751.183355050627142,720.546790928068731,8831.108742243261077
847,1,847,21,371,520999,52,191,MD027,6,LoC,793429,C,73,Shrub/Scrub,1.5245742,0.0006428,0.0469230,21,17,2131.051592292913938,213751.183355050627142,418.531930144627665,6169.732774706385499
848,1,848,21,371,520999,52,206,MD027,6,WcB,793659,D,79,Shrub/Scrub,0.6827950,0.0002879,0.0227422,21,17,2131.051592292913938,213751.183355050627142,284.122431914890001,2763.173271390051468
849,1,849,26,372,521000,41,41,MD027,6,LoB,793428,C,73,Deciduous Forest,1.9693290,0.0008303,0.0606116,26,20,1764.866757515807194,147307.671986452449346,428.308246399644759,7969.591548327100099
850,1,850,26,372,521000,41,206,MD027,6,WcB,793659,D,79,Deciduous Forest,0.4538689,0.0001914,0.0151172,26,20,1764.866757515807194,147307.671986452449346,181.385442857249075,1836.742280407447879
851,1,851,31,373,521001,23,115,MD027,6,LeC,793014,C,79,"Developed, Medium Intensity",0.1157266,0.0000488,0.0038546,31,23,2384.870074047698381,274914.195571846503299,157.542843213836221,468.328926736254289
852,1,852,28,373,521001,23,177,MD027,6,UaF,628165,,,"Developed, Medium Intensity",1.3575306,0.0005724,,28,18,2457.372814658277093,189153.169382421794580,368.893588565506548,5493.731620405564172
853,1,853,28,374,521002,41,8,MD027,6,Co,792809,C,73,Deciduous Forest,1.1543597,0.0004867,0.0355286,28,18,2457.372814658277093,189153.169382421794580,456.489516307596375,4671.528106767236750
854,1,854,28,374,521002,41,21,MD027,6,LrD,793430,C,73,Deciduous Forest,3.1082342,0.0013105,0.0956645,28,18,2457.372814658277093,189153.169382421794580,600.882746145804049,12578.577120804298829
855,1,855,28,374,521002,41,93,MD027,6,MgF,793439,B,60,Deciduous Forest,1.2266628,0.0005172,0.0310306,28,18,2457.372814658277093,189153.169382421794580,331.265324285476083,4964.127820668693857
856,1,856,28,374,521002,41,192,MD027,6,LoC,793429,C,73,Deciduous Forest,0.4118239,0.0001736,0.0126750,28,18,2457.372814658277093,189153.169382421794580,260.762543420104464,1666.592184915837606
857,1,857,24,375,521003,23,8,MD027,6,Co,792809,C,79,"Developed, Medium Intensity",0.4734866,0.0001996,0.0157706,24,21,2896.187851393186520,314248.210131839499809,195.084440396201529,1916.132449485665120
858,1,858,24,375,521003,23,56,MD027,6,MgD,793438,B,69,"Developed, Medium Intensity",0.0469991,0.0000198,0.0013673,24,21,2896.187851393186520,314248.210131839499809,62.941111421819301,190.198544869970732
859,1,859,24,375,521003,23,157,MD027,6,MgF,793439,B,69,"Developed, Medium Intensity",0.1466988,0.0000619,0.0042677,24,21,2896.187851393186520,314248.210131839499809,115.777405731738781,593.669005672303911
860,1,860,24,376,521004,43,8,MD027,6,Co,792809,C,73,Mixed Forest,0.1820629,0.0000768,0.0056035,24,21,2896.187851393186520,314248.210131839499809,110.310022526830323,736.782269659041845
861,1,861,24,376,521004,43,157,MD027,6,MgF,793439,B,60,Mixed Forest,0.0403320,0.0000170,0.0010203,24,21,2896.187851393186520,314248.210131839499809,72.072386575341113,163.217730368897890
862,1,862,24,377,521005,43,54,MD027,6,MgD,793438,B,60,Mixed Forest,0.0935539,0.0000394,0.0023666,24,21,2896.187851393186520,314248.210131839499809,132.016152985016817,378.599317417266604
863,1,863,24,377,521005,43,102,MD027,6,MgF,793439,B,60,Mixed Forest,0.8437945,0.0003558,0.0213453,24,21,2896.187851393186520,314248.210131839499809,286.091294327017692,3414.715211290576462
864,1,864,30,378,521006,22,45,MD027,6,GmC,793002,C,79,"Developed, Low Intensity",0.0909743,0.0000384,0.0030301,30,24,1782.880544236458036,101665.454445889845374,115.981163957344165,368.160100567133895
865,1,865,30,378,521006,22,58,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.1107009,0.0000467,0.0032204,30,24,1782.880544236458036,101665.454445889845374,109.544477294000941,447.990642601991510
866,1,866,30,378,521006,22,168,MD027,6,GfC,792987,A,49,"Developed, Low Intensity",0.2431144,0.0001025,0.0050225,30,24,1782.880544236458036,101665.454445889845374,136.817707146003613,983.849256942633247
867,1,867,21,379,521166,21,41,MD027,6,LoB,793428,C,79,"Developed, Open Space",0.1809791,0.0000763,0.0060280,21,17,2131.051592292913938,213751.183355050627142,110.886530025986005,732.396346682214244
868,1,868,26,380,521167,42,206,MD027,6,WcB,793659,D,79,Evergreen Forest,0.1424717,0.0000601,0.0047454,26,20,1764.866757515807194,147307.671986452449346,112.521304067495208,576.562500000000000
869,1,869,26,381,521168,21,41,MD027,6,LoB,793428,C,79,"Developed, Open Space",0.0692170,0.0000292,0.0023054,26,20,1764.866757515807194,147307.671986452449346,74.339716794135597,280.111313878699491
870,1,870,26,381,521168,21,206,MD027,6,WcB,793659,D,84,"Developed, Open Space",0.1531778,0.0000646,0.0054249,26,20,1764.866757515807194,147307.671986452449346,108.315436422991183,619.888686149240243
871,1,871,31,382,521169,41,11,MD027,6,LmB,793427,C,73,Deciduous Forest,0.2319479,0.0000978,0.0071388,31,23,2384.870074047698381,274914.195571846503299,161.915717051775005,938.659736878787157
872,1,872,31,382,521169,41,14,MD027,6,LrF,793431,C,73,Deciduous Forest,0.0264993,0.0000112,0.0008156,31,23,2384.870074047698381,274914.195571846503299,49.501999501500947,107.238700549616283
873,1,873,31,383,521170,21,11,MD027,6,LmB,793427,C,79,"Developed, Open Space",0.0102339,0.0000043,0.0003409,31,23,2384.870074047698381,274914.195571846503299,31.224294651534887,41.415097945909991
874,1,874,31,383,521170,21,14,MD027,6,LrF,793431,C,79,"Developed, Open Space",0.1322378,0.0000558,0.0044045,31,23,2384.870074047698381,274914.195571846503299,104.770881060276338,535.147402060384138
875,1,875,25,384,521171,21,52,MD027,6,MgD,793438,B,69,"Developed, Open Space",0.6060619,0.0002555,0.0176311,25,19,1996.258459687166123,184420.327638212009333,211.649768307247029,2452.645451004586903
876,1,876,25,384,521171,21,192,MD027,6,LoC,793429,C,79,"Developed, Open Space",0.1305487,0.0000550,0.0043482,25,19,1996.258459687166123,184420.327638212009333,110.520680807269272,528.311866457129327
877,1,877,24,385,521172,23,8,MD027,6,Co,792809,C,79,"Developed, Medium Intensity",2.6763172,0.0011284,0.0891413,24,21,2896.187851393186520,314248.210131839499809,631.434749130849127,10830.671339760261617
878,1,878,24,385,521172,23,54,MD027,6,MgD,793438,B,69,"Developed, Medium Intensity",0.0525312,0.0000221,0.0015282,24,21,2896.187851393186520,314248.210131839499809,66.590235607495302,212.586065140057428
879,1,879,24,385,521172,23,56,MD027,6,MgD,793438,B,69,"Developed, Medium Intensity",0.0302005,0.0000127,0.0008786,24,21,2896.187851393186520,314248.210131839499809,72.603697901609451,122.216988579767744
880,1,880,24,385,521172,23,157,MD027,6,MgF,793439,B,69,"Developed, Medium Intensity",0.5648745,0.0002382,0.0164329,24,21,2896.187851393186520,314248.210131839499809,478.544484396565963,2285.966036415338749
881,1,881,24,386,521173,22,8,MD027,6,Co,792809,C,79,"Developed, Low Intensity",0.5805411,0.0002448,0.0193364,24,21,2896.187851393186520,314248.210131839499809,223.028982344836379,2349.366670410781808
882,1,882,23,386,521173,22,53,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.1556445,0.0000656,0.0045279,23,22,1185.510333198350054,41232.693552733733668,107.130636784185327,629.870792664448118
883,1,883,23,386,521173,22,102,MD027,6,MgF,793439,B,69,"Developed, Low Intensity",0.1533938,0.0000647,0.0044624,23,22,1185.510333198350054,41232.693552733733668,103.963386255075278,620.762537204166620
886,1,886,26,388,521363,43,41,MD027,6,LoB,793428,C,73,Mixed Forest,0.1285563,0.0000542,0.0039567,26,20,1764.866757515807194,147307.671986452449346,101.822646301621603,520.248962442959623
887,1,887,26,388,521363,43,206,MD027,6,WcB,793659,D,79,Mixed Forest,0.0236307,0.0000100,0.0007871,26,20,1764.866757515807194,147307.671986452449346,54.657902027706868,95.630215690259149
888,1,888,24,389,521364,43,157,MD027,6,MgF,793439,B,60,Mixed Forest,0.7374887,0.0003109,0.0186561,24,21,2896.187851393186520,314248.210131839499809,267.716277939875795,2984.510815012185049
889,1,889,26,390,521555,43,41,MD027,6,LoB,793428,C,73,Mixed Forest,0.0771743,0.0000325,0.0023753,26,20,1764.866757515807194,147307.671986452449346,92.151831619970096,312.313327444513391
890,1,890,26,390,521555,43,206,MD027,6,WcB,793659,D,79,Mixed Forest,0.1452205,0.0000612,0.0048369,26,20,1764.866757515807194,147307.671986452449346,98.704997867874397,587.686672387848603
891,1,891,26,391,521556,42,41,MD027,6,LoB,793428,C,73,Evergreen Forest,0.9165741,0.0003864,0.0282101,26,20,1764.866757515807194,147307.671986452449346,294.232553402731014,3709.243766040371611
892,1,892,26,391,521556,42,206,MD027,6,WcB,793659,D,79,Evergreen Forest,0.1495746,0.0000631,0.0049820,26,20,1764.866757515807194,147307.671986452449346,164.540869069210856,605.307015203871288
893,1,893,31,392,521557,21,16,MD027,6,LrF,793431,C,79,"Developed, Open Space",0.0046260,0.0000020,0.0001541,31,23,2384.870074047698381,274914.195571846503299,20.933160695900312,18.720875920043525
894,1,894,31,392,521557,21,41,MD027,6,LoB,793428,C,79,"Developed, Open Space",0.1475610,0.0000622,0.0049149,31,23,2384.870074047698381,274914.195571846503299,107.050355584267777,597.158302187105846
895,1,895,28,393,521558,23,21,MD027,6,LrD,793430,C,79,"Developed, Medium Intensity",0.0149821,0.0000063,0.0004990,28,18,2457.372814658277093,189153.169382421794580,85.988480842039095,60.630391041038273
896,1,896,25,393,521558,23,52,MD027,6,MgD,793438,B,69,"Developed, Medium Intensity",0.0036906,0.0000016,0.0001074,25,19,1996.258459687166123,184420.327638212009333,37.895375257093889,14.935479394449310
897,1,897,25,393,521558,23,192,MD027,6,LoC,793429,C,79,"Developed, Medium Intensity",2.6800365,0.0011299,0.0892652,25,19,1996.258459687166123,184420.327638212009333,467.396162464653059,10845.723191795679668
898,1,898,25,394,521559,22,52,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.2758220,0.0001163,0.0080240,25,19,1996.258459687166123,184420.327638212009333,282.592680355331993,1116.212000348766423
899,1,899,25,394,521559,22,192,MD027,6,LoC,793429,C,79,"Developed, Low Intensity",0.7679569,0.0003238,0.0255787,25,19,1996.258459687166123,184420.327638212009333,291.569583411745100,3107.811436956385478
900,1,900,25,395,521560,21,52,MD027,6,MgD,793438,B,69,"Developed, Open Space",0.3036519,0.0001280,0.0088336,25,19,1996.258459687166123,184420.327638212009333,169.759083327560887,1228.835606465634100
901,1,901,27,396,521561,22,8,MD027,6,Co,792809,C,79,"Developed, Low Intensity",0.4148160,0.0001749,0.0138165,27,25,944.511334172577563,51280.071391975972801,186.666401917642418,1678.700766265285438
902,1,902,27,396,521561,22,162,MD027,6,MgF,793439,B,69,"Developed, Low Intensity",0.1081083,0.0000456,0.0031450,27,25,944.511334172577563,51280.071391975972801,92.636845191278894,437.498676067027645
903,1,903,27,396,521561,22,214,MD027,6,W,793660,,,"Developed, Low Intensity",0.0129165,0.0000054,,27,25,944.511334172577563,51280.071391975972801,32.566746105692253,52.271022937302817
904,1,904,28,397,521752,23,177,MD027,6,UaF,628165,,,"Developed, Medium Intensity",0.8887216,0.0003747,,28,18,2457.372814658277093,189153.169382421794580,298.927891885864369,3596.528911142524976
905,1,905,28,397,521752,23,192,MD027,6,LoC,793429,C,79,"Developed, Medium Intensity",0.0008577,0.0000004,0.0000286,28,18,2457.372814658277093,189153.169382421794580,12.950518557804465,3.471089025113201
906,1,906,28,398,521753,22,8,MD027,6,Co,792809,C,79,"Developed, Low Intensity",0.6795743,0.0002865,0.0226349,28,18,2457.372814658277093,189153.169382421794580,218.351966308251150,2750.139624367541728
907,1,907,28,398,521753,22,21,MD027,6,LrD,793430,C,79,"Developed, Low Intensity",0.5559078,0.0002344,0.0185159,28,18,2457.372814658277093,189153.169382421794580,347.605715860530609,2249.678915339583909
908,1,908,28,398,521753,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",1.9847602,0.0008368,,28,18,2457.372814658277093,189153.169382421794580,626.630661157493250,8032.039259329640117
909,1,909,28,398,521753,22,192,MD027,6,LoC,793429,C,79,"Developed, Low Intensity",1.0081761,0.0004251,0.0335798,28,18,2457.372814658277093,189153.169382421794580,288.047295168018479,4079.943920618752600
910,1,910,25,399,521754,22,52,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.4040239,0.0001703,0.0117536,25,19,1996.258459687166123,184420.327638212009333,170.987844350017980,1635.026946667412631
911,1,911,28,399,521754,22,192,MD027,6,LoC,793429,C,79,"Developed, Low Intensity",0.0407657,0.0000172,0.0013578,28,18,2457.372814658277093,189153.169382421794580,96.985294304989651,164.973053528165110
912,1,912,30,400,521755,22,8,MD027,6,Co,792809,C,79,"Developed, Low Intensity",0.1926633,0.0000812,0.0064171,30,24,1782.880544236458036,101665.454445889845374,292.877279959416001,779.680514753528655
913,1,913,30,400,521755,22,45,MD027,6,GmC,793002,C,79,"Developed, Low Intensity",0.9076869,0.0003827,0.0302327,30,24,1782.880544236458036,101665.454445889845374,340.044890887688211,3673.278530179065910
914,1,914,30,400,521755,22,58,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.6030344,0.0002542,0.0175431,30,24,1782.880544236458036,101665.454445889845374,196.619658562650045,2440.393806852554462
915,1,915,30,400,521755,22,162,MD027,6,MgF,793439,B,69,"Developed, Low Intensity",1.3544689,0.0005711,0.0394033,30,24,1782.880544236458036,101665.454445889845374,491.917708134665361,5481.341496394725255
916,1,916,30,400,521755,22,168,MD027,6,GfC,792987,A,49,"Developed, Low Intensity",0.2853468,0.0001203,0.0058950,30,24,1782.880544236458036,101665.454445889845374,202.791286909264699,1154.757379594067515
917,1,917,27,401,521756,21,8,MD027,6,Co,792809,C,79,"Developed, Open Space",0.2018894,0.0000851,0.0067244,27,25,944.511334172577563,51280.071391975972801,275.492887522353385,817.017263215561798
918,1,918,30,401,521756,21,45,MD027,6,GmC,793002,C,79,"Developed, Open Space",0.1264595,0.0000533,0.0042120,30,24,1782.880544236458036,101665.454445889845374,92.965256367675281,511.763458920603682
919,1,919,27,401,521756,21,58,MD027,6,MgD,793438,B,69,"Developed, Open Space",2.4675257,0.0010403,0.0717836,27,25,944.511334172577563,51280.071391975972801,520.055620462580691,9985.722514008430153
920,1,920,30,401,521756,21,131,MD027,6,GfB,792986,A,49,"Developed, Open Space",0.5076504,0.0002140,0.0104876,30,24,1782.880544236458036,101665.454445889845374,266.407718753000552,2054.388229719900664
921,1,921,27,401,521756,21,162,MD027,6,MgF,793439,B,69,"Developed, Open Space",1.8552712,0.0007822,0.0539723,27,25,944.511334172577563,51280.071391975972801,566.283168384470855,7508.016479748046550
922,1,922,27,401,521756,21,168,MD027,6,GfC,792987,A,49,"Developed, Open Space",0.6642681,0.0002801,0.0137232,27,25,944.511334172577563,51280.071391975972801,318.003171388940530,2688.197786436567640
923,1,923,27,402,521757,23,8,MD027,6,Co,792809,C,79,"Developed, Medium Intensity",0.1743520,0.0000735,0.0058072,27,25,944.511334172577563,51280.071391975972801,108.559529730205611,705.577326674944743
924,1,924,27,402,521757,23,162,MD027,6,MgF,793439,B,69,"Developed, Medium Intensity",0.0480429,0.0000203,0.0013976,27,25,944.511334172577563,51280.071391975972801,73.782003958796338,194.422673380934611
925,1,925,26,403,521954,43,41,MD027,6,LoB,793428,C,73,Mixed Forest,0.6556726,0.0002764,0.0201801,26,20,1764.866757515807194,147307.671986452449346,207.565525904334891,2653.412890324600085
926,1,926,26,403,521954,43,206,MD027,6,WcB,793659,D,79,Mixed Forest,0.0115119,0.0000049,0.0003834,26,20,1764.866757515807194,147307.671986452449346,31.683673856719949,46.587109662060868
927,1,927,26,404,521955,41,41,MD027,6,LoB,793428,C,73,Deciduous Forest,1.2841235,0.0005414,0.0395225,26,20,1764.866757515807194,147307.671986452449346,301.185478007060397,5196.663665638180646
928,1,928,31,405,521956,21,16,MD027,6,LrF,793431,C,79,"Developed, Open Space",0.0244006,0.0000103,0.0008127,31,23,2384.870074047698381,274914.195571846503299,53.647996512023610,98.745848333948004
929,1,929,31,405,521956,21,41,MD027,6,LoB,793428,C,79,"Developed, Open Space",0.1308382,0.0000552,0.0043579,31,23,2384.870074047698381,274914.195571846503299,100.662505373222047,529.483577848742016
930,1,930,31,405,521956,21,115,MD027,6,LeC,793014,C,79,"Developed, Open Space",0.1779866,0.0000750,0.0059283,31,23,2384.870074047698381,274914.195571846503299,124.460704386399826,720.286064828634608
931,1,931,31,405,521956,21,206,MD027,6,WcB,793659,D,84,"Developed, Open Space",0.1115642,0.0000470,0.0039511,31,23,2384.870074047698381,274914.195571846503299,91.166195836164832,451.484508876916607
932,1,932,28,406,521957,22,52,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.0637827,0.0000269,0.0018555,28,18,2457.372814658277093,189153.169382421794580,68.549101457742807,258.119234547481824
933,1,933,28,406,521957,22,192,MD027,6,LoC,793429,C,79,"Developed, Low Intensity",0.0884044,0.0000373,0.0029445,28,18,2457.372814658277093,189153.169382421794580,94.457313161408010,357.759943520829211
934,1,934,25,407,521958,21,10,MD027,6,LmB,793427,C,79,"Developed, Open Space",0.1901110,0.0000802,0.0063321,25,19,1996.258459687166123,184420.327638212009333,166.760164100107204,769.351991192083005
935,1,935,25,407,521958,21,52,MD027,6,MgD,793438,B,69,"Developed, Open Space",0.9600873,0.0004048,0.0279302,25,19,1996.258459687166123,184420.327638212009333,303.952564488524104,3885.335508878861674
936,1,936,25,408,521959,41,10,MD027,6,LmB,793427,C,73,Deciduous Forest,0.2223948,0.0000938,0.0068448,25,19,1996.258459687166123,184420.327638212009333,119.999999998137355,899.999999972060323
937,1,937,25,409,521960,21,10,MD027,6,LmB,793427,C,79,"Developed, Open Space",0.6334215,0.0002671,0.0210977,25,19,1996.258459687166123,184420.327638212009333,351.160091798012957,2563.365694856487607
938,1,938,25,409,521960,21,52,MD027,6,MgD,793438,B,69,"Developed, Open Space",0.7009476,0.0002955,0.0203915,25,19,1996.258459687166123,184420.327638212009333,288.520245967833944,2836.634305464818681
939,1,939,36,410,521961,71,3,MD027,6,GmC,793002,C,74,Herbaceuous,0.2751343,0.0001160,0.0085840,36,28,4927.229005391389364,896810.290154449874535,133.874071134758339,1113.429060210540229
940,1,940,36,410,521961,71,51,MD027,6,MgD,793438,B,61,Herbaceuous,0.6302105,0.0002657,0.0162080,36,28,4927.229005391389364,896810.290154449874535,322.149690139854670,2550.371370503685739
941,1,941,36,410,521961,71,130,MD027,6,GfB,792986,A,39,Herbaceuous,0.3609367,0.0001522,0.0059349,36,28,4927.229005391389364,896810.290154449874535,242.684315363847702,1460.658839341453813
942,1,942,24,410,521961,71,147,MD027,6,GbB,792900,A,39,Herbaceuous,0.0058729,0.0000025,0.0000966,24,21,2896.187851393186520,314248.210131839499809,24.068897009979608,23.766704932601208
943,1,943,22,411,521962,22,8,MD027,6,Co,792809,C,79,"Developed, Low Intensity",0.6261493,0.0002640,0.0208554,22,24,352.416915365554928,6039.263473558241458,336.060540346758785,2533.936370635936328
944,1,944,22,411,521962,22,53,MD027,6,MgD,793438,B,69,"Developed, Low Intensity",0.3125369,0.0001318,0.0090921,22,24,352.416915365554928,6039.263473558241458,137.885789779813365,1264.791900925676600
945,1,945,36,411,521962,22,92,MD027,6,MgF,793439,B,69,"Developed, Low Intensity",0.1769902,0.0000746,0.0051489,36,28,4927.229005391389364,896810.290154449874535,121.504374791856776,716.253709050819452
