OBJECTID,FID_LandCover_Elicott,Id,gridcode,FID_soils,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,HydroSG,Shape_Length,Shape_Area,CN,Land_Cover,Acres,Percent_Area,compositeCN
668,309,519845,22,170,MD027,6,GfC,792987,A,179.129186996737417,638.930659054688817,49,"Developed, Low Intensity",0.1578832,0.0000666,0.0032617
669,310,519846,21,42,MD027,6,GmC,793002,C,66.513094214351128,115.372916553182719,79,"Developed, Open Space",0.0285093,0.0000120,0.0009496
670,310,519846,21,87,MD027,6,GfB,792986,A,610.728262636399563,7996.955606134005393,49,"Developed, Open Space",1.9760908,0.0008331,0.0408242
671,310,519846,21,159,MD027,6,MgF,793439,B,617.187556630992731,7395.292476930060730,69,"Developed, Open Space",1.8274165,0.0007705,0.0531620
672,310,519846,21,161,MD027,6,MgF,793439,B,307.636015680927244,2584.266723181875477,69,"Developed, Open Space",0.6385862,0.0002692,0.0185773
673,310,519846,21,170,MD027,6,GfC,792987,A,842.967319049304592,13624.148722179643300,49,"Developed, Open Space",3.3666005,0.0014194,0.0695508
674,310,519846,21,175,MD027,6,MgD,793438,B,259.522577883714291,1576.090132250031047,69,"Developed, Open Space",0.3894604,0.0001642,0.0113299
675,310,519846,21,212,MD027,6,GuB,793005,C,481.543239494426984,4584.317236753035104,79,"Developed, Open Space",1.1328094,0.0004776,0.0377310
676,311,519847,21,162,MD027,6,MgF,793439,B,113.157511521544563,615.879178049854090,69,"Developed, Open Space",0.1521871,0.0000642,0.0044273
677,312,519848,41,42,MD027,6,GmC,793002,C,703.596554954838098,11124.650028211250174,73,Deciduous Forest,2.7489610,0.0011590,0.0846069
678,312,519848,41,47,MD027,6,MaD,793434,B,1293.378191830170408,19951.302376615705725,60,Deciduous Forest,4.9300742,0.0020786,0.1247151
679,312,519848,41,131,MD027,6,GfB,792986,A,29.689075785177934,31.877717418114802,36,Deciduous Forest,0.0078772,0.0000033,0.0001196
680,312,519848,41,144,MD027,6,GgB,792989,B,370.509561492248395,5090.905694811776812,60,Deciduous Forest,1.2579902,0.0005304,0.0318231
681,312,519848,41,162,MD027,6,MgF,793439,B,1617.063772932844586,34483.689710925624240,60,Deciduous Forest,8.5211058,0.0035926,0.2155567
682,312,519848,41,173,MD027,6,GfC,792987,A,1619.479123279859550,27552.429046069501055,36,Deciduous Forest,6.8083534,0.0028705,0.1033377
683,312,519848,41,175,MD027,6,MgD,793438,B,184.376952370557603,663.546928670642956,60,Deciduous Forest,0.1639660,0.0000691,0.0041478
684,312,519848,41,180,MD027,6,UuB,816903,D,136.514720631696463,584.648101166365677,79,Deciduous Forest,0.1444697,0.0000609,0.0048119
685,312,519848,41,218,MD027,6,MaC,793433,B,251.441919812903222,4071.140675213465329,60,Deciduous Forest,1.0060008,0.0004241,0.0254486
686,313,520046,41,41,MD027,6,LoB,793428,C,331.120786311030088,4802.480452386484103,73,Deciduous Forest,1.1867188,0.0005003,0.0365246
687,314,520047,22,115,MD027,6,LeC,793014,C,84.008839381411548,385.102945928514544,79,"Developed, Low Intensity",0.0951610,0.0000401,0.0031696
688,314,520047,22,177,MD027,6,UaF,628165,,151.516825569995916,884.474524319082775,,"Developed, Low Intensity",0.2185584,0.0000921,
689,314,520047,22,206,MD027,6,WcB,793659,D,102.645585854994380,530.422529752402625,84,"Developed, Low Intensity",0.1310703,0.0000553,0.0046419
690,315,520048,23,8,MD027,6,Co,792809,C,205.056270065171361,1457.130480581751044,79,"Developed, Medium Intensity",0.3600648,0.0001518,0.0119928
691,315,520048,23,55,MD027,6,MgD,793438,B,86.004001224544382,70.764316624111274,69,"Developed, Medium Intensity",0.0174862,0.0000074,0.0005087
692,315,520048,23,57,MD027,6,MgD,793438,B,4.279519534799707,0.771095812085286,69,"Developed, Medium Intensity",0.0001905,0.0000001,0.0000055
693,315,520048,23,177,MD027,6,UaF,628165,,388.797156023107391,7911.803271800501534,,"Developed, Medium Intensity",1.9550492,0.0008243,
694,315,520048,23,206,MD027,6,WcB,793659,D,154.353692901348694,1019.833569879132483,84,"Developed, Medium Intensity",0.2520064,0.0001062,0.0089249
695,316,520049,43,52,MD027,6,MgD,793438,B,27.572988939927512,40.810417283181806,60,Mixed Forest,0.0100845,0.0000043,0.0002551
696,316,520049,43,93,MD027,6,MgF,793439,B,234.785040631158466,2611.518205576795026,60,Mixed Forest,0.6453202,0.0002721,0.0163245
697,316,520049,43,192,MD027,6,LoC,793429,C,50.002545449130089,47.671376720927796,73,Mixed Forest,0.0117799,0.0000050,0.0003626
698,317,520050,41,8,MD027,6,Co,792809,C,73.899091741224268,270.429747057109807,73,Deciduous Forest,0.0668246,0.0000282,0.0020567
699,317,520050,41,56,MD027,6,MgD,793438,B,274.940877746107503,3320.609478603873868,60,Deciduous Forest,0.8205405,0.0003460,0.0207571
700,317,520050,41,86,MD027,6,GfB,792986,A,129.997025901126079,276.096181723344557,36,Deciduous Forest,0.0682249,0.0000288,0.0010355
701,317,520050,41,211,MD027,6,GuB,793005,C,119.924411911415120,632.864592631705477,73,Deciduous Forest,0.1563842,0.0000659,0.0048132
702,318,520051,22,8,MD027,6,Co,792809,C,279.346321524068742,3600.578275557008055,79,"Developed, Low Intensity",0.8897223,0.0003751,0.0296344
703,318,520051,22,56,MD027,6,MgD,793438,B,129.663794682476919,260.524415898667257,69,"Developed, Low Intensity",0.0643770,0.0000271,0.0018728
704,318,520051,22,211,MD027,6,GuB,793005,C,328.502245669757940,4238.897308388592137,79,"Developed, Low Intensity",1.0474544,0.0004416,0.0348880
705,319,520052,41,87,MD027,6,GfB,792986,A,109.973340098591180,572.328760364619029,36,Deciduous Forest,0.1414255,0.0000596,0.0021466
706,319,520052,41,159,MD027,6,MgF,793439,B,16.316263291058373,4.014012995839408,60,Deciduous Forest,0.0009919,0.0000004,0.0000251
707,320,520053,21,131,MD027,6,GfB,792986,A,92.227960093744485,449.613729706849711,49,"Developed, Open Space",0.1111020,0.0000468,0.0022953
708,320,520053,21,162,MD027,6,MgF,793439,B,92.199533345975368,450.386270209331201,69,"Developed, Open Space",0.1112929,0.0000469,0.0032377
709,321,520054,41,58,MD027,6,MgD,793438,B,80.561089322280296,131.401744494712830,60,Deciduous Forest,0.0324701,0.0000137,0.0008214
710,321,520054,41,131,MD027,6,GfB,792986,A,54.606366126483458,108.132274781433779,36,Deciduous Forest,0.0267201,0.0000113,0.0004056
711,321,520054,41,162,MD027,6,MgF,793439,B,164.247771872870231,1424.161187023451248,60,Deciduous Forest,0.3519179,0.0001484,0.0089024
712,322,520055,21,58,MD027,6,MgD,793438,B,85.027327495845142,221.968098326812651,69,"Developed, Open Space",0.0548495,0.0000231,0.0015956
713,322,520055,21,162,MD027,6,MgF,793439,B,211.597682273233346,1971.475062988743275,69,"Developed, Open Space",0.4871621,0.0002054,0.0141722
714,322,520055,21,173,MD027,6,GfC,792987,A,251.105575096883115,1879.617999223810784,49,"Developed, Open Space",0.4644637,0.0001958,0.0095954
715,323,520243,41,11,MD027,6,LmB,793427,C,165.118892887360573,1339.636063395096699,73,Deciduous Forest,0.3310313,0.0001396,0.0101884
716,323,520243,41,193,MD027,6,LoC,793429,C,106.967569686225772,460.363936381385770,73,Deciduous Forest,0.1137584,0.0000480,0.0035012
717,324,520244,21,11,MD027,6,LmB,793427,C,469.698994686271931,7241.256376468654707,79,"Developed, Open Space",1.7893534,0.0007544,0.0595988
718,324,520244,21,14,MD027,6,LrF,793431,C,456.033640890499044,4246.465923094172467,79,"Developed, Open Space",1.0493246,0.0004424,0.0349503
719,324,520244,21,18,MD027,6,LrD,793430,C,586.856972068307300,7525.423868766906708,79,"Developed, Open Space",1.8595728,0.0007840,0.0619376
720,324,520244,21,19,MD027,6,LrD,793430,C,167.316303473383385,765.286749638587366,79,"Developed, Open Space",0.1891065,0.0000797,0.0062987
721,324,520244,21,57,MD027,6,MgD,793438,B,855.046153255112472,17834.083217862833408,69,"Developed, Open Space",4.4068980,0.0018580,0.1282025
722,324,520244,21,60,MD027,6,MgD,793438,B,556.771608738123632,9663.572556197808808,69,"Developed, Open Space",2.3879209,0.0010068,0.0694678
723,324,520244,21,98,MD027,6,LoB,793428,C,112.167822259607306,570.512189225942393,79,"Developed, Open Space",0.1409766,0.0000594,0.0046956
724,324,520244,21,177,MD027,6,UaF,628165,,1464.414344758651850,27122.943583111653425,,"Developed, Open Space",6.7022252,0.0028257,
725,324,520244,21,193,MD027,6,LoC,793429,C,852.955841810101219,20708.483335967714083,79,"Developed, Open Space",5.1171775,0.0021575,0.1704402
726,324,520244,21,194,MD027,6,LoC,793429,C,491.112777388455413,8977.317125884032066,79,"Developed, Open Space",2.2183433,0.0009353,0.0738874
727,324,520244,21,195,MD027,6,LoC,793429,C,223.895970344422125,2759.942310392312265,79,"Developed, Open Space",0.6819966,0.0002875,0.0227156
728,324,520244,21,206,MD027,6,WcB,793659,D,2200.458176932647348,52912.352583824380417,84,"Developed, Open Space",13.0749273,0.0055126,0.4630555
729,324,520244,21,208,MD027,6,UuB,816903,D,575.580568576191013,4855.292019532671475,84,"Developed, Open Space",1.1997688,0.0005058,0.0424904
730,325,520245,21,115,MD027,6,LeC,793014,C,127.621047456336370,753.252765237318386,79,"Developed, Open Space",0.1861328,0.0000785,0.0061996
731,325,520245,21,206,MD027,6,WcB,793659,D,338.139756517849946,4952.606609337299233,84,"Developed, Open Space",1.2238158,0.0005160,0.0433421
732,326,520246,41,56,MD027,6,MgD,793438,B,113.157511513985241,615.879177971082754,60,Deciduous Forest,0.1521871,0.0000642,0.0038498
733,327,520247,23,8,MD027,6,Co,792809,C,119.999999994412065,899.999999916180968,79,"Developed, Medium Intensity",0.2223948,0.0000938,0.0074074
734,328,520248,21,8,MD027,6,Co,792809,C,605.409897416484682,9288.847560544634689,79,"Developed, Open Space",2.2953243,0.0009677,0.0764514
735,328,520248,21,159,MD027,6,MgF,793439,B,159.437105305306460,663.667087007249847,69,"Developed, Open Space",0.1639957,0.0000691,0.0047709
736,329,520249,21,87,MD027,6,GfB,792986,A,116.364479082072918,879.219952796715461,49,"Developed, Open Space",0.2172600,0.0000916,0.0044884
737,329,520249,21,159,MD027,6,MgF,793439,B,23.461078675831502,20.780046979767089,69,"Developed, Open Space",0.0051349,0.0000022,0.0001494
738,330,520250,41,87,MD027,6,GfB,792986,A,84.247090151776703,280.070103245382711,36,Deciduous Forest,0.0692068,0.0000292,0.0010504
739,330,520250,41,159,MD027,6,MgF,793439,B,105.406124327575014,619.929896670798257,60,Deciduous Forest,0.1531880,0.0000646,0.0038752
740,331,520251,21,162,MD027,6,MgF,793439,B,275.364779575468219,2760.617491978902308,69,"Developed, Open Space",0.6821634,0.0002876,0.0198450
741,331,520251,21,212,MD027,6,GuB,793005,C,233.739983082322055,1739.382507483765949,79,"Developed, Open Space",0.4298108,0.0001812,0.0143159
742,332,520416,21,193,MD027,6,LoC,793429,C,249.282304873802275,3553.320835440163592,79,"Developed, Open Space",0.8780447,0.0003702,0.0292454
743,332,520416,21,206,MD027,6,WcB,793659,D,27.386688490533338,30.309535815264532,84,"Developed, Open Space",0.0074896,0.0000032,0.0002652
744,333,520417,43,11,MD027,6,LmB,793427,C,291.959981672031233,1743.290951385268272,73,Mixed Forest,0.4307766,0.0001816,0.0132583
745,333,520417,43,193,MD027,6,LoC,793429,C,416.977102424884947,6836.422023810359860,73,Mixed Forest,1.6893166,0.0007122,0.0519934
746,334,520418,21,11,MD027,6,LmB,793427,C,116.751313330439018,884.332288961571294,79,"Developed, Open Space",0.2185233,0.0000921,0.0072785
747,334,520418,21,14,MD027,6,LrF,793431,C,19.291132544932051,15.667711401644445,79,"Developed, Open Space",0.0038716,0.0000016,0.0001290
748,335,520419,21,19,MD027,6,LrD,793430,C,87.005789098491562,321.342362003508754,79,"Developed, Open Space",0.0794054,0.0000335,0.0026448
749,335,520419,21,206,MD027,6,WcB,793659,D,225.226621578609240,2378.657637996491303,84,"Developed, Open Space",0.5877791,0.0002478,0.0208165
750,336,520420,41,206,MD027,6,WcB,793659,D,120.000000018626451,900.000000279396772,79,Deciduous Forest,0.2223948,0.0000938,0.0074074
751,337,520421,22,115,MD027,6,LeC,793014,C,149.197151603073792,1394.609417353312665,79,"Developed, Low Intensity",0.3446155,0.0001453,0.0114783
752,337,520421,22,206,MD027,6,WcB,793659,D,160.985530808281254,1305.390583174552148,84,"Developed, Low Intensity",0.3225690,0.0001360,0.0114240
753,338,520422,43,21,MD027,6,LrD,793430,C,132.450021135424493,803.686812593903483,73,Mixed Forest,0.1985953,0.0000837,0.0061123
754,338,520422,43,93,MD027,6,MgF,793439,B,125.767207872413380,916.632664759396903,60,Mixed Forest,0.2265049,0.0000955,0.0057298
755,338,520422,43,192,MD027,6,LoC,793429,C,128.098812400007887,646.245464305990708,73,Mixed Forest,0.1596907,0.0000673,0.0049149
756,339,520423,41,56,MD027,6,MgD,793438,B,93.751549512779647,280.948836174878181,60,Deciduous Forest,0.0694240,0.0000293,0.0017562
757,339,520423,41,86,MD027,6,GfB,792986,A,96.813204391559879,619.051164244216920,36,Deciduous Forest,0.1529709,0.0000645,0.0023218
758,340,520424,24,8,MD027,6,Co,792809,C,297.285496333819992,4166.235351226500825,,"Developed, High Intensity",1.0294992,0.0004341,
759,341,520425,41,8,MD027,6,Co,792809,C,523.178100790161693,5510.713301089376728,73,Deciduous Forest,1.3617269,0.0005741,0.0419109
760,341,520425,41,87,MD027,6,GfB,792986,A,180.313687518182121,812.672184545946948,36,Deciduous Forest,0.2008157,0.0000847,0.0030480
761,341,520425,41,159,MD027,6,MgF,793439,B,564.374786287894949,5296.634044669393916,60,Deciduous Forest,1.3088268,0.0005518,0.0331091
762,342,520426,22,131,MD027,6,GfB,792986,A,170.421785619667418,1987.649406588725014,49,"Developed, Low Intensity",0.4911589,0.0002071,0.0101469
763,342,520426,22,162,MD027,6,MgF,793439,B,98.011752445023603,241.471520822529925,69,"Developed, Low Intensity",0.0596689,0.0000252,0.0017358
764,342,520426,22,168,MD027,6,GfC,792987,A,292.902396977278158,3170.879073035780038,49,"Developed, Low Intensity",0.7835413,0.0003304,0.0161872
765,343,520427,24,131,MD027,6,GfB,792986,A,464.279656263970026,8760.369439074498587,,"Developed, High Intensity",2.1647344,0.0009127,
766,343,520427,24,162,MD027,6,MgF,793439,B,263.661038493656690,884.475076236152177,,"Developed, High Intensity",0.2185585,0.0000921,
767,343,520427,24,168,MD027,6,GfC,792987,A,71.231794267432704,100.467984526890831,,"Developed, High Intensity",0.0248262,0.0000105,
768,344,520428,41,58,MD027,6,MgD,793438,B,164.866860633447118,1325.281759848984848,60,Deciduous Forest,0.3274843,0.0001381,0.0082843
769,344,520428,41,168,MD027,6,GfC,792987,A,84.756400681727555,211.776075225340520,36,Deciduous Forest,0.0523310,0.0000221,0.0007943
770,345,520605,41,41,MD027,6,LoB,793428,C,51.668139439165408,114.457013345491688,73,Deciduous Forest,0.0282829,0.0000119,0.0008705
771,346,520606,22,41,MD027,6,LoB,793428,C,556.649508857405635,8392.868408864178491,79,"Developed, Low Intensity",2.0739229,0.0008744,0.0690771
772,346,520606,22,195,MD027,6,LoC,793429,C,993.632412381938707,21057.704541867133230,79,"Developed, Low Intensity",5.2034721,0.0021939,0.1733144
773,346,520606,22,206,MD027,6,WcB,793659,D,508.169593414726762,14273.476041625175640,84,"Developed, Low Intensity",3.5270526,0.0014871,0.1249124
774,346,520606,22,222,MD027,6,WcB,793659,D,49.082028167158271,59.719852172486377,84,"Developed, Low Intensity",0.0147571,0.0000062,0.0005226
775,347,520607,41,41,MD027,6,LoB,793428,C,611.156135154834374,13500.579882151361744,73,Deciduous Forest,3.3360660,0.0014065,0.1026767
776,347,520607,41,193,MD027,6,LoC,793429,C,715.219216797019158,8813.808364156924654,73,Deciduous Forest,2.1779394,0.0009182,0.0670321
777,347,520607,41,206,MD027,6,WcB,793659,D,1062.666852775488223,11946.459274104598080,79,Deciduous Forest,2.9520345,0.0012446,0.0983248
778,348,520608,22,193,MD027,6,LoC,793429,C,479.999999990686774,8099.999999664723873,79,"Developed, Low Intensity",2.0015535,0.0008439,0.0666667
779,349,520609,41,11,MD027,6,LmB,793427,C,68.141684561959011,147.701273876941571,73,Deciduous Forest,0.0364978,0.0000154,0.0011233
780,349,520609,41,193,MD027,6,LoC,793429,C,109.406049644565684,752.298725983360100,73,Deciduous Forest,0.1858971,0.0000784,0.0057215
781,350,520610,21,11,MD027,6,LmB,793427,C,177.720291042564838,2038.420028174971094,79,"Developed, Open Space",0.5037045,0.0002124,0.0167771
782,350,520610,21,14,MD027,6,LrF,793431,C,18.436678443652141,13.893601730735243,79,"Developed, Open Space",0.0034332,0.0000014,0.0001144
783,350,520610,21,193,MD027,6,LoC,793429,C,120.578458428019758,647.686370008367248,79,"Developed, Open Space",0.1600468,0.0000675,0.0053308
784,351,520611,21,206,MD027,6,WcB,793659,D,112.521304056405427,576.562499864667188,84,"Developed, Open Space",0.1424717,0.0000601,0.0050457
785,352,520612,41,206,MD027,6,WcB,793659,D,119.999999990686774,899.999999860301614,79,Deciduous Forest,0.2223948,0.0000938,0.0074074
786,353,520613,23,8,MD027,6,Co,792809,C,111.610575162924960,575.643191781562905,79,"Developed, Medium Intensity",0.1422445,0.0000600,0.0047378
787,353,520613,23,157,MD027,6,MgF,793439,B,4.636950563567722,0.699581593331749,69,"Developed, Medium Intensity",0.0001729,0.0000001,0.0000050
788,354,520614,21,8,MD027,6,Co,792809,C,28.684729766898016,39.156149719814451,79,"Developed, Open Space",0.0096757,0.0000041,0.0003223
789,354,520614,21,56,MD027,6,MgD,793438,B,104.500842843978234,537.186623720868056,69,"Developed, Open Space",0.1327417,0.0000560,0.0038616
790,355,520615,22,8,MD027,6,Co,792809,C,854.630830944961986,16627.789204226530273,79,"Developed, Low Intensity",4.1088161,0.0017323,0.1368542
791,355,520615,22,56,MD027,6,MgD,793438,B,486.831602493690468,4627.855986475738973,69,"Developed, Low Intensity",1.1435682,0.0004821,0.0332679
792,355,520615,22,59,MD027,6,MgD,793438,B,108.277858447366398,645.757320458608660,69,"Developed, Low Intensity",0.1595701,0.0000673,0.0046421
793,355,520615,22,75,MD027,6,GfC,792987,A,488.266969131723954,9879.921546565779863,49,"Developed, Low Intensity",2.4413817,0.0010293,0.0504366
794,355,520615,22,86,MD027,6,GfB,792986,A,1013.536699794449078,23331.577358020673273,49,"Developed, Low Intensity",5.7653584,0.0024308,0.1191069
795,355,520615,22,93,MD027,6,MgF,793439,B,75.103144841586342,295.779573342294952,69,"Developed, Low Intensity",0.0730887,0.0000308,0.0021262
796,355,520615,22,157,MD027,6,MgF,793439,B,18.859853926275207,3.369483462086843,69,"Developed, Low Intensity",0.0008326,0.0000004,0.0000242
797,355,520615,22,211,MD027,6,GuB,793005,C,297.185429756472104,2001.709480476452654,79,"Developed, Low Intensity",0.4946332,0.0002085,0.0164750
798,355,520615,22,213,MD027,6,GuB,793005,C,681.335361795857239,12869.969814405079887,79,"Developed, Low Intensity",3.1802387,0.0013408,0.1059257
799,356,520616,43,8,MD027,6,Co,792809,C,60.834710273234990,66.747303254849129,73,Mixed Forest,0.0164936,0.0000070,0.0005076
800,356,520616,43,54,MD027,6,MgD,793438,B,220.396195199144302,2051.787848856222809,60,Mixed Forest,0.5070078,0.0002138,0.0128257
801,356,520616,43,102,MD027,6,MgF,793439,B,150.088869629888222,581.464847441893426,60,Mixed Forest,0.1436831,0.0000606,0.0036347
802,357,520617,23,8,MD027,6,Co,792809,C,319.117258559142044,4165.571270070069659,79,"Developed, Medium Intensity",1.0293350,0.0004340,0.0342845
