PolygonID,LCID,HydroSG,CN,Acres,PCT_Area,CCN,CatchmentID
520,21,B,69,0.2353648,0.0000992,0.0068471,17
521,21,A,49,0.4853817,0.0002046,0.0100275,17
522,21,A,49,0.1931573,0.0000814,0.0039904,17
523,41,C,73,0.0040721,0.0000017,0.0001253,20
524,41,A,36,0.0150739,0.0000064,0.0002288,20
525,41,B,60,0.2032488,0.0000857,0.0051415,20
526,41,C,73,0.6954086,0.0002932,0.0214031,20
527,41,B,60,0.735275,0.00031,0.0186001,20
528,41,B,60,0.5718161,0.0002411,0.0144651,20
529,41,B,60,0.3526812,0.0001487,0.0089217,20
530,22,C,79,0.0004254,0.0000002,0.0000142,21
531,22,D,84,0.141992,0.0000599,0.0050287,21
532,23,C,79,0.3988953,0.0001682,0.0132862,13
533,23,A,49,2.0398288,0.00086,0.0421409,28
534,23,B,69,1.0027343,0.0004228,0.0291709,13
535,23,,,0.3919107,0.0001652,,28
536,23,A,49,0.2223948,0.0000938,0.0045945,13
537,22,B,69,0.0827834,0.0000349,0.0024083,13
538,22,A,49,0.1396115,0.0000589,0.0028842,13
539,21,A,49,0.1521871,0.0000642,0.003144,24
540,41,C,73,1.3611515,0.0005739,0.0418932,21
541,41,C,73,0.0550618,0.0000232,0.0016947,21
542,41,D,79,0.1542684,0.000065,0.0051383,21
543,41,D,79,0.2223948,0.0000938,0.0074074,21
544,23,C,79,0.7589307,0.00032,0.0252781,21
545,23,C,79,4.9826188,0.0021007,0.1659584,21
546,23,D,84,3.1148434,0.0013133,0.1103138,21
547,41,C,73,0.1424717,0.0000601,0.004385,18
548,22,C,79,0.2223948,0.0000938,0.0074074,24
549,41,B,60,0.0975267,0.0000411,0.0024671,24
550,41,C,73,0.2226274,0.0000939,0.006852,24
551,41,B,60,3.17378,0.0013381,0.0802865,24
552,41,A,36,0.9629053,0.000406,0.0146151,24
553,41,B,60,0.0020571,0.0000009,0.000052,20
554,41,B,60,0.0390351,0.0000165,0.0009875,24
555,41,B,60,2.5238705,0.0010641,0.0638459,20
556,41,A,36,1.5352548,0.0006473,0.0233022,20
557,41,D,79,0.1938419,0.0000817,0.0064564,20
558,21,B,69,0.5755275,0.0002427,0.0167429,20
559,21,A,49,1.2543893,0.0005289,0.0259145,20
560,41,C,73,0.1521871,0.0000642,0.004684,21
561,42,C,73,0.0147352,0.0000062,0.0004535,18
562,42,C,73,0.155518,0.0000656,0.0047865,14
563,42,C,73,0.9617561,0.0004055,0.0296007,18
564,22,B,69,0.1054064,0.0000444,0.0030664,15
565,22,D,84,0.1530679,0.0000645,0.005421,15
566,22,C,79,0.001998,0.0000008,0.0000665,13
567,22,A,49,0.1343364,0.0000566,0.0027753,17
568,22,A,49,3.4443905,0.0014522,0.0711579,25
569,22,B,69,0.0014263,0.0000006,0.0000415,17
570,22,B,69,0.4726249,0.0001993,0.0137493,25
571,21,B,69,0.0581751,0.0000245,0.0016924,24
572,21,C,79,0.8314042,0.0003505,0.027692,24
573,41,B,60,0.1085084,0.0000457,0.0027449,20
574,41,A,36,0.1254423,0.0000529,0.001904,20
575,41,C,73,0.5817013,0.0002453,0.0179035,20
576,21,C,79,0.1924554,0.0000811,0.0064102,20
577,21,B,69,1.2951643,0.0005461,0.0376781,20
578,21,B,69,3.1342642,0.0013214,0.0911799,20
579,21,A,49,0.18257,0.000077,0.0037717,20
580,21,A,49,0.0233797,0.0000099,0.000483,20
581,21,B,69,0.0245789,0.0000104,0.000715,20
582,21,C,79,0.2910722,0.0001227,0.0096949,20
583,21,B,69,0.2214969,0.0000934,0.0064436,28
584,21,,,0.000898,0.0000004,,28
585,22,C,79,0.6640204,0.00028,0.0221168,13
586,22,B,69,0.1595272,0.0000673,0.0046409,28
587,22,B,69,0.2778339,0.0001171,0.0080826,12
588,22,A,49,4.4432139,0.0018733,0.0917926,28
589,22,B,69,1.0289539,0.0004338,0.0299336,13
590,22,,,8.122447,0.0034245,,12
591,22,D,84,0.9213875,0.0003885,0.0326314,9
592,41,C,73,0.0176603,0.0000074,0.0005435,24
593,41,B,60,0.398845,0.0001682,0.0100895,24
594,41,C,73,0.2506793,0.0001057,0.0077154,24
595,23,B,69,0.0031473,0.0000013,0.0000916,20
596,23,A,49,0.0305386,0.0000129,0.0006309,20
597,23,C,79,1.0325713,0.0004353,0.0343923,20
598,43,C,73,0.2136516,0.0000901,0.0065757,21
599,21,C,79,0.1424174,0.00006,0.0047436,31
600,22,C,79,0.0535442,0.0000226,0.0017834,28
601,22,B,69,0.1688507,0.0000712,0.0049121,28
602,21,B,69,0.1956239,0.0000825,0.005691,28
603,21,A,49,0.026771,0.0000113,0.0005531,28
604,23,B,69,0.2670465,0.0001126,0.0077687,28
605,23,A,49,0.9543877,0.0004024,0.0197168,28
606,22,B,69,0.7416975,0.0003127,0.021577,28
607,22,A,49,0.4423812,0.0001865,0.0091392,28
608,41,C,73,1.0963327,0.0004622,0.0337427,25
609,41,C,73,4.2806306,0.0018048,0.1317483,13
610,41,B,60,0.7295679,0.0003076,0.0184557,13
611,41,A,36,1.7885258,0.0007541,0.0271464,13
612,41,A,36,0.0000281,0,0.0000004,13
613,41,B,60,5.2720494,0.0022228,0.133366,13
614,41,D,79,0.0591781,0.000025,0.0019711,13
615,21,C,79,0.6097286,0.0002571,0.0203085,24
616,21,B,69,2.9250395,0.0012332,0.0850933,24
617,21,A,49,0.7685511,0.000324,0.0158775,24
618,21,B,69,0.7345586,0.0003097,0.0213693,24
619,21,A,49,0.0477297,0.0000201,0.0009861,24
620,21,C,79,0.5688806,0.0002398,0.018948,24
621,21,B,69,1.0106314,0.0004261,0.0294006,20
622,21,C,79,0.10806,0.0000456,0.0035992,21
623,21,C,79,0.2223948,0.0000938,0.0074074,26
624,21,C,79,0.1521871,0.0000642,0.005069,31
625,22,C,79,0.0940842,0.0000397,0.0031337,28
626,22,B,69,0.1283106,0.0000541,0.0037327,28
627,41,C,73,0.0543197,0.0000229,0.0016718,28
628,41,B,60,0.2559797,0.0001079,0.0064755,28
629,21,C,79,3.9704006,0.001674,0.132244,28
630,21,B,69,0.9998997,0.0004216,0.0290884,28
631,21,A,49,1.9721087,0.0008315,0.0407419,17
632,21,A,49,1.7246965,0.0007272,0.0356306,17
633,21,A,49,7.9302754,0.0033435,0.163832,17
634,21,B,69,0.3508424,0.0001479,0.0102065,28
635,21,B,69,0.6667897,0.0002811,0.0193978,17
636,21,B,69,4.3620658,0.0018391,0.1268983,17
637,21,A,49,0.1351631,0.000057,0.0027923,28
638,21,B,69,2.2533488,0.00095,0.0655529,17
639,21,B,69,0.0298746,0.0000126,0.0008691,20
640,21,A,49,6.6974931,0.0028238,0.1383639,17
641,21,B,69,0.9698837,0.0004089,0.0282152,25
642,21,B,69,6.8954849,0.0029072,0.2005988,17
643,21,D,84,0.3091964,0.0001304,0.0109504,17
644,21,B,69,0.7708137,0.000325,0.022424,17
645,21,D,84,0.5213994,0.0002198,0.0184656,17
646,21,C,79,9.765872,0.0041174,0.3252764,17
647,21,B,69,0.0230259,0.0000097,0.0006699,17
648,21,A,49,1.4057577,0.0005927,0.0290416,17
649,22,B,69,0.177334,0.0000748,0.0051589,24
650,22,A,49,0.2674556,0.0001128,0.0055254,24
651,23,C,79,1.0661079,0.0004495,0.0355093,24
652,23,B,69,0.0001494,0.0000001,0.0000043,24
653,22,C,79,0.3619511,0.0001526,0.0120557,24
654,22,B,69,0.0828386,0.0000349,0.0024099,24
655,41,C,73,0.385742,0.0001626,0.0118723,24
656,41,A,36,0.0002299,0.0000001,0.0000035,24
657,41,B,60,0.4271592,0.0001801,0.0108058,24
658,22,A,49,7.3278317,0.0030895,0.1513861,24
659,22,B,69,0.7327622,0.0003089,0.021317,24
660,22,A,49,0.1578832,0.0000666,0.0032617,20
661,21,C,79,0.0285093,0.000012,0.0009496,20
662,21,A,49,1.9760908,0.0008331,0.0408242,20
663,21,B,69,1.8274165,0.0007705,0.053162,20
664,21,B,69,0.6385862,0.0002692,0.0185773,20
665,21,A,49,3.3666005,0.0014194,0.0695508,20
666,21,B,69,0.3894604,0.0001642,0.0113299,20
667,21,C,79,1.1328094,0.0004776,0.037731,20
668,21,B,69,0.1521871,0.0000642,0.0044273,20
669,41,C,73,2.748961,0.001159,0.0846069,20
670,41,B,60,4.9300742,0.0020786,0.1247151,20
671,41,A,36,0.0078772,0.0000033,0.0001196,30
672,41,B,60,1.2579902,0.0005304,0.0318231,20
673,41,B,60,8.5211058,0.0035926,0.2155567,20
674,41,A,36,6.8083534,0.0028705,0.1033377,20
675,41,B,60,0.163966,0.0000691,0.0041478,20
676,41,D,79,0.1444697,0.0000609,0.0048119,20
677,41,B,60,1.0060008,0.0004241,0.0254486,20
678,41,C,73,1.1867188,0.0005003,0.0365246,21
679,22,C,79,0.095161,0.0000401,0.0031696,31
680,22,,,0.2185584,0.0000921,,31
681,22,D,84,0.1310703,0.0000553,0.0046419,31
682,23,C,79,0.3600648,0.0001518,0.0119928,28
683,23,B,69,0.0174862,0.0000074,0.0005087,28
684,23,B,69,0.0001905,0.0000001,0.0000055,28
685,23,,,1.9550492,0.0008243,,28
686,23,D,84,0.2520064,0.0001062,0.0089249,15
687,43,B,60,0.0100845,0.0000043,0.0002551,25
688,43,B,60,0.6453202,0.0002721,0.0163245,28
689,43,C,73,0.0117799,0.000005,0.0003626,28
690,41,C,73,0.0668246,0.0000282,0.0020567,24
691,41,B,60,0.8205405,0.000346,0.0207571,24
692,41,A,36,0.0682249,0.0000288,0.0010355,24
693,41,C,73,0.1563842,0.0000659,0.0048132,24
694,22,C,79,0.8897223,0.0003751,0.0296344,24
695,22,B,69,0.064377,0.0000271,0.0018728,24
696,22,C,79,1.0474544,0.0004416,0.034888,24
697,41,A,36,0.1414255,0.0000596,0.0021466,20
698,41,B,60,0.0009919,0.0000004,0.0000251,20
699,21,A,49,0.111102,0.0000468,0.0022953,30
700,21,B,69,0.1112929,0.0000469,0.0032377,30
701,41,B,60,0.0324701,0.0000137,0.0008214,30
702,41,A,36,0.0267201,0.0000113,0.0004056,30
703,41,B,60,0.3519179,0.0001484,0.0089024,30
704,21,B,69,0.0548495,0.0000231,0.0015956,30
705,21,B,69,0.4871621,0.0002054,0.0141722,30
706,21,A,49,0.4644637,0.0001958,0.0095954,30
707,41,C,73,0.3310313,0.0001396,0.0101884,18
708,41,C,73,0.1137584,0.000048,0.0035012,18
709,21,C,79,1.7893534,0.0007544,0.0595988,31
710,21,C,79,1.0493246,0.0004424,0.0349503,31
711,21,C,79,1.8595728,0.000784,0.0619376,18
712,21,C,79,0.1891065,0.0000797,0.0062987,31
713,21,B,69,4.406898,0.001858,0.1282025,14
714,21,B,69,2.3879209,0.0010068,0.0694678,10
715,21,C,79,0.1409766,0.0000594,0.0046956,18
716,21,,,6.7022252,0.0028257,,10
717,21,C,79,5.1171775,0.0021575,0.1704402,18
718,21,C,79,2.2183433,0.0009353,0.0738874,18
719,21,C,79,0.6819966,0.0002875,0.0227156,18
720,21,D,84,13.0749273,0.0055126,0.4630555,18
721,21,D,84,1.1997688,0.0005058,0.0424904,10
722,21,C,79,0.1861328,0.0000785,0.0061996,31
723,21,D,84,1.2238158,0.000516,0.0433421,31
724,41,B,60,0.1521871,0.0000642,0.0038498,24
725,23,C,79,0.2223948,0.0000938,0.0074074,24
726,21,C,79,2.2953243,0.0009677,0.0764514,24
727,21,B,69,0.1639957,0.0000691,0.0047709,24
728,21,A,49,0.21726,0.0000916,0.0044884,20
729,21,B,69,0.0051349,0.0000022,0.0001494,24
730,41,A,36,0.0692068,0.0000292,0.0010504,20
731,41,B,60,0.153188,0.0000646,0.0038752,20
732,21,B,69,0.6821634,0.0002876,0.019845,20
733,21,C,79,0.4298108,0.0001812,0.0143159,20
734,21,C,79,0.8780447,0.0003702,0.0292454,26
735,21,D,84,0.0074896,0.0000032,0.0002652,26
736,43,C,73,0.4307766,0.0001816,0.0132583,18
737,43,C,73,1.6893166,0.0007122,0.0519934,18
738,21,C,79,0.2185233,0.0000921,0.0072785,31
739,21,C,79,0.0038716,0.0000016,0.000129,31
740,21,C,79,0.0794054,0.0000335,0.0026448,31
741,21,D,84,0.5877791,0.0002478,0.0208165,31
742,41,D,79,0.2223948,0.0000938,0.0074074,31
743,22,C,79,0.3446155,0.0001453,0.0114783,31
744,22,D,84,0.322569,0.000136,0.011424,31
745,43,C,73,0.1985953,0.0000837,0.0061123,28
746,43,B,60,0.2265049,0.0000955,0.0057298,28
747,43,C,73,0.1596907,0.0000673,0.0049149,28
748,41,B,60,0.069424,0.0000293,0.0017562,24
749,41,A,36,0.1529709,0.0000645,0.0023218,24
750,24,C,,1.0294992,0.0004341,,24
751,41,C,73,1.3617269,0.0005741,0.0419109,24
752,41,A,36,0.2008157,0.0000847,0.003048,24
753,41,B,60,1.3088268,0.0005518,0.0331091,24
754,22,A,49,0.4911589,0.0002071,0.0101469,30
755,22,B,69,0.0596689,0.0000252,0.0017358,23
756,22,A,49,0.7835413,0.0003304,0.0161872,23
757,24,A,,2.1647344,0.0009127,,30
758,24,B,,0.2185585,0.0000921,,30
759,24,A,,0.0248262,0.0000105,,30
760,41,B,60,0.3274843,0.0001381,0.0082843,30
761,41,A,36,0.052331,0.0000221,0.0007943,30
762,41,C,73,0.0282829,0.0000119,0.0008705,21
763,22,C,79,2.0739229,0.0008744,0.0690771,21
764,22,C,79,5.2034721,0.0021939,0.1733144,21
765,22,D,84,3.5270526,0.0014871,0.1249124,21
766,22,D,84,0.0147571,0.0000062,0.0005226,10
767,41,C,73,3.336066,0.0014065,0.1026767,21
768,41,C,73,2.1779394,0.0009182,0.0670321,26
769,41,D,79,2.9520345,0.0012446,0.0983248,26
770,22,C,79,2.0015535,0.0008439,0.0666667,26
771,41,C,73,0.0364978,0.0000154,0.0011233,26
772,41,C,73,0.1858971,0.0000784,0.0057215,26
773,21,C,79,0.5037045,0.0002124,0.0167771,31
774,21,C,79,0.0034332,0.0000014,0.0001144,31
775,21,C,79,0.1600468,0.0000675,0.0053308,26
776,21,D,84,0.1424717,0.0000601,0.0050457,31
777,41,D,79,0.2223948,0.0000938,0.0074074,31
778,23,C,79,0.1422445,0.00006,0.0047378,24
779,23,B,69,0.0001729,0.0000001,0.000005,24
780,21,C,79,0.0096757,0.0000041,0.0003223,24
781,21,B,69,0.1327417,0.000056,0.0038616,24
782,22,C,79,4.1088161,0.0017323,0.1368542,25
783,22,B,69,1.1435682,0.0004821,0.0332679,24
784,22,B,69,0.1595701,0.0000673,0.0046421,24
785,22,A,49,2.4413817,0.0010293,0.0504366,17
786,22,A,49,5.7653584,0.0024308,0.1191069,17
787,22,B,69,0.0730887,0.0000308,0.0021262,25
788,22,B,69,0.0008326,0.0000004,0.0000242,24
789,22,C,79,0.4946332,0.0002085,0.016475,24
790,22,C,79,3.1802387,0.0013408,0.1059257,17
791,43,C,73,0.0164936,0.000007,0.0005076,24
792,43,B,60,0.5070078,0.0002138,0.0128257,24
793,43,B,60,0.1436831,0.0000606,0.0036347,24
794,23,C,79,1.029335,0.000434,0.0342845,24
795,23,B,69,0.0101581,0.0000043,0.0002955,24
796,23,B,69,0.5172707,0.0002181,0.0150481,24
797,22,C,79,0.0414463,0.0000175,0.0013805,24
798,22,A,49,1.4176303,0.0005977,0.0292869,20
799,22,B,69,1.2072542,0.000509,0.0351206,20
800,22,B,69,0.1082831,0.0000457,0.0031501,20
801,22,C,79,2.2038054,0.0009292,0.0734032,20
802,22,C,79,0.0213211,0.000009,0.0007102,20
803,22,B,69,0.109171,0.000046,0.0031759,20
804,22,C,79,0.0919027,0.0000387,0.003061,20
805,22,B,69,0.2525559,0.0001065,0.0073472,30
806,22,A,49,1.0202136,0.0004301,0.0210767,30
807,22,B,69,0.0002702,0.0000001,0.0000079,30
808,22,A,49,0.0613293,0.0000259,0.001267,30
809,43,C,73,0.1344802,0.0000567,0.004139,21
810,21,C,79,0.0490017,0.0000207,0.0016321,31
811,21,D,84,0.1733932,0.0000731,0.0061408,31
812,41,C,73,0.005668,0.0000024,0.0001744,31
813,41,D,79,0.1368037,0.0000577,0.0045566,31
814,22,C,79,0.0628103,0.0000265,0.0020921,24
815,22,B,69,0.1595845,0.0000673,0.0046425,24
816,21,C,79,0.3873372,0.0001633,0.0129012,24
817,21,B,69,1.8836834,0.0007942,0.0547988,24
818,21,A,49,0.2946137,0.0001242,0.0060864,24
819,22,C,79,1.5997462,0.0006745,0.0532835,24
820,22,B,69,1.0199562,0.00043,0.0296719,24
821,21,C,79,1.4474999,0.0006103,0.0482125,24
822,21,A,49,0.0571259,0.0000241,0.0011802,20
823,21,B,69,0.3870926,0.0001632,0.011261,24
824,21,B,69,0.450725,0.00019,0.0131122,24
825,21,C,79,0.086308,0.0000364,0.0028747,24
826,21,C,79,0.1091509,0.000046,0.0036355,23
827,21,B,69,0.1132439,0.0000477,0.0032944,23
828,41,C,73,0.0030689,0.0000013,0.0000945,23
829,41,B,60,0.4286927,0.0001807,0.0108446,20
830,41,A,36,0.1868811,0.0000788,0.0028365,20
831,41,B,60,5.1109514,0.0021548,0.1292907,20
832,41,A,36,0.7980961,0.0003365,0.0121136,20
833,41,C,73,1.0550216,0.0004448,0.0324712,20
834,21,B,69,0.6437874,0.0002714,0.0187286,23
835,21,A,49,0.245792,0.0001036,0.0050778,23
836,52,C,73,0.6061139,0.0002555,0.0186548,21
837,52,C,73,2.1822145,0.0009201,0.0671637,21
838,52,C,73,1.5245742,0.0006428,0.046923,21
839,52,D,79,0.682795,0.0002879,0.0227422,21
840,41,C,73,1.969329,0.0008303,0.0606116,26
841,41,D,79,0.4538689,0.0001914,0.0151172,26
842,23,C,79,0.1157266,0.0000488,0.0038546,31
843,23,,,1.3575306,0.0005724,,28
844,41,C,73,1.1543597,0.0004867,0.0355286,28
845,41,C,73,3.1082342,0.0013105,0.0956645,28
846,41,B,60,1.2266628,0.0005172,0.0310306,28
847,41,C,73,0.4118239,0.0001736,0.012675,28
848,23,C,79,0.4734866,0.0001996,0.0157706,24
849,23,B,69,0.0469991,0.0000198,0.0013673,24
850,23,B,69,0.1466988,0.0000619,0.0042677,24
851,43,C,73,0.1820629,0.0000768,0.0056035,24
852,43,B,60,0.040332,0.000017,0.0010203,24
853,43,B,60,0.0935539,0.0000394,0.0023666,24
854,43,B,60,0.8437945,0.0003558,0.0213453,24
855,22,C,79,0.0909743,0.0000384,0.0030301,30
856,22,B,69,0.1107009,0.0000467,0.0032204,30
857,22,A,49,0.2431144,0.0001025,0.0050225,30
858,21,C,79,0.1809791,0.0000763,0.006028,21
859,42,D,79,0.1424717,0.0000601,0.0047454,26
860,21,C,79,0.069217,0.0000292,0.0023054,26
861,21,D,84,0.1531778,0.0000646,0.0054249,26
862,41,C,73,0.2319479,0.0000978,0.0071388,31
863,41,C,73,0.0264993,0.0000112,0.0008156,31
864,21,C,79,0.0102339,0.0000043,0.0003409,31
865,21,C,79,0.1322378,0.0000558,0.0044045,31
866,21,B,69,0.6060619,0.0002555,0.0176311,25
867,21,C,79,0.1305487,0.000055,0.0043482,25
868,23,C,79,2.6763172,0.0011284,0.0891413,24
869,23,B,69,0.0525312,0.0000221,0.0015282,24
870,23,B,69,0.0302005,0.0000127,0.0008786,24
871,23,B,69,0.5648745,0.0002382,0.0164329,24
872,22,C,79,0.5805411,0.0002448,0.0193364,24
873,22,B,69,0.1556445,0.0000656,0.0045279,23
874,22,B,69,0.1533938,0.0000647,0.0044624,23
875,43,C,73,0.1285563,0.0000542,0.0039567,26
876,43,D,79,0.0236307,0.00001,0.0007871,26
877,43,B,60,0.7374887,0.0003109,0.0186561,24
878,43,C,73,0.0771743,0.0000325,0.0023753,26
879,43,D,79,0.1452205,0.0000612,0.0048369,26
880,42,C,73,0.9165741,0.0003864,0.0282101,26
881,42,D,79,0.1495746,0.0000631,0.004982,26
882,21,C,79,0.004626,0.000002,0.0001541,31
883,21,C,79,0.147561,0.0000622,0.0049149,31
884,23,C,79,0.0149821,0.0000063,0.000499,28
885,23,B,69,0.0036906,0.0000016,0.0001074,25
886,23,C,79,2.6800365,0.0011299,0.0892652,25
887,22,B,69,0.275822,0.0001163,0.008024,25
888,22,C,79,0.7679569,0.0003238,0.0255787,25
889,21,B,69,0.3036519,0.000128,0.0088336,25
890,22,C,79,0.414816,0.0001749,0.0138165,27
891,22,B,69,0.1081083,0.0000456,0.003145,27
892,22,,,0.0129165,0.0000054,,27
893,23,,,0.8887216,0.0003747,,28
894,23,C,79,0.0008577,0.0000004,0.0000286,28
895,22,C,79,0.6795743,0.0002865,0.0226349,28
896,22,C,79,0.5559078,0.0002344,0.0185159,28
897,22,,,1.9847602,0.0008368,,28
898,22,C,79,1.0081761,0.0004251,0.0335798,28
899,22,B,69,0.4040239,0.0001703,0.0117536,25
900,22,C,79,0.0407657,0.0000172,0.0013578,28
901,22,C,79,0.1926633,0.0000812,0.0064171,30
902,22,C,79,0.9076869,0.0003827,0.0302327,30
903,22,B,69,0.6030344,0.0002542,0.0175431,30
904,22,B,69,1.3544689,0.0005711,0.0394033,30
905,22,A,49,0.2853468,0.0001203,0.005895,30
906,21,C,79,0.2018894,0.0000851,0.0067244,27
907,21,C,79,0.1264595,0.0000533,0.004212,30
908,21,B,69,2.4675257,0.0010403,0.0717836,27
909,21,A,49,0.5076504,0.000214,0.0104876,30
910,21,B,69,1.8552712,0.0007822,0.0539723,27
911,21,A,49,0.6642681,0.0002801,0.0137232,27
912,23,C,79,0.174352,0.0000735,0.0058072,27
913,23,B,69,0.0480429,0.0000203,0.0013976,27
914,43,C,73,0.6556726,0.0002764,0.0201801,26
915,43,D,79,0.0115119,0.0000049,0.0003834,26
916,41,C,73,1.2841235,0.0005414,0.0395225,26
917,21,C,79,0.0244006,0.0000103,0.0008127,31
918,21,C,79,0.1308382,0.0000552,0.0043579,31
919,21,C,79,0.1779866,0.000075,0.0059283,31
920,21,D,84,0.1115642,0.000047,0.0039511,31
921,22,B,69,0.0637827,0.0000269,0.0018555,28
922,22,C,79,0.0884044,0.0000373,0.0029445,28
923,21,C,79,0.190111,0.0000802,0.0063321,25
924,21,B,69,0.9600873,0.0004048,0.0279302,25
925,41,C,73,0.2223948,0.0000938,0.0068448,25
926,21,C,79,0.6334215,0.0002671,0.0210977,25
927,21,B,69,0.7009476,0.0002955,0.0203915,25
928,71,C,74,0.2751343,0.000116,0.008584,36
929,71,B,61,0.6302105,0.0002657,0.016208,36
930,71,A,39,0.3609367,0.0001522,0.0059349,36
931,71,A,39,0.0058729,0.0000025,0.0000966,24
932,22,C,79,0.6261493,0.000264,0.0208554,22
933,22,B,69,0.3125369,0.0001318,0.0090921,22
934,22,B,69,0.1769902,0.0000746,0.0051489,36
935,22,C,79,0.066665,0.0000281,0.0022204,36
936,23,C,79,0.4447897,0.0001875,0.0148148,22
937,43,C,73,0.0242726,0.0000102,0.0007471,31
938,43,D,79,0.1981222,0.0000835,0.0065989,31
939,23,C,79,0.4447897,0.0001875,0.0148148,25
940,21,A,49,0.098011,0.0000413,0.0020248,36
941,21,A,49,0.0444064,0.0000187,0.0009174,36
942,71,A,39,0.0561498,0.0000237,0.0009233,36
943,71,B,61,0.0960372,0.0000405,0.0024699,36
944,21,B,69,0.7448254,0.000314,0.021668,23
945,21,B,69,1.6000003,0.0006746,0.0465461,36
946,21,C,79,0.4281598,0.0001805,0.0142609,36
947,22,C,79,0.2134791,0.00009,0.0071104,30
948,22,B,69,0.0089157,0.0000038,0.0002594,30
949,24,C,,1.2324017,0.0005196,,27
950,24,B,,0.2214243,0.0000934,,27
951,24,B,,0.0015952,0.0000007,,27
952,41,C,73,0.0440366,0.0000186,0.0013553,31
953,41,D,79,0.1783583,0.0000752,0.0059407,31
954,23,C,79,0.6663064,0.0002809,0.022193,36
955,23,A,49,0.0008782,0.0000004,0.0000181,36
956,22,C,79,1.6973313,0.0007156,0.0565338,36
957,22,A,49,0.4471018,0.0001885,0.0092367,36
958,22,A,49,0.1413075,0.0000596,0.0029193,36
959,22,B,69,0.0046385,0.000002,0.0001349,36
960,43,C,73,0.2223948,0.0000938,0.0068448,36
961,21,B,69,0.0623763,0.0000263,0.0018146,36
962,21,B,69,0.0310366,0.0000131,0.0009029,36
963,21,C,79,0.1289819,0.0000544,0.0042961,36
964,43,C,73,0.0452279,0.0000191,0.001392,36
965,43,B,60,0.3686307,0.0001554,0.0093252,36
966,43,C,73,0.253326,0.0001068,0.0077968,36
967,22,C,79,0.0036206,0.0000015,0.0001206,30
968,22,B,69,0.1387968,0.0000585,0.0040378,30
969,41,C,73,1.2780989,0.0005389,0.039337,31
970,41,C,73,4.1535616,0.0017512,0.1278374,31
971,41,C,73,7.6594276,0.0032293,0.2357402,31
972,41,C,73,1.7156987,0.0007234,0.0528054,14
973,41,C,73,7.1539164,0.0030162,0.2201817,31
974,41,C,73,1.9734631,0.000832,0.0607388,31
975,41,C,73,0.5211012,0.0002197,0.0160383,31
976,41,D,79,0.3929296,0.0001657,0.0130875,31
977,41,C,73,1.4273734,0.0006018,0.0439314,18
978,41,D,79,6.1644588,0.002599,0.2053225,31
979,41,C,73,0.0534444,0.0000225,0.0016449,31
980,41,C,73,0.3909279,0.0001648,0.0120319,31
981,41,D,79,0.0004173,0.0000002,0.0000139,31
982,43,C,73,1.3456951,0.0005674,0.0414175,31
983,43,D,79,0.2400292,0.0001012,0.0079948,31
984,22,C,79,0.1204944,0.0000508,0.0040134,36
985,22,B,69,0.1019004,0.000043,0.0029644,36
986,71,B,61,0.0179443,0.0000076,0.0004615,36
987,71,A,39,0.7162722,0.000302,0.0117776,36
988,71,B,61,0.1838681,0.0000775,0.0047288,36
989,43,B,60,0.0760689,0.0000321,0.0019243,36
990,43,B,60,0.1449854,0.0000611,0.0036677,36
991,43,C,73,0.0013405,0.0000006,0.0000413,36
992,24,C,,1.9993619,0.000843,,30
993,24,B,,0.0021917,0.0000009,,30
994,22,C,79,0.4015845,0.0001693,0.0133758,30
995,22,B,69,0.6464016,0.0002725,0.0188047,30
996,22,B,69,0.2863829,0.0001207,0.0083313,30
997,22,B,69,0.0745869,0.0000314,0.0021698,27
998,42,C,73,0.9490011,0.0004001,0.0292081,26
999,41,C,73,0.0541587,0.0000228,0.0016669,26
1000,43,C,73,0.1789578,0.0000755,0.0055079,31
1001,43,C,73,0.043437,0.0000183,0.0013369,31
1002,22,C,79,0.1378004,0.0000581,0.0045898,36
1003,22,C,79,0.0143867,0.0000061,0.0004792,36
1004,22,C,79,6.6787367,0.0028158,0.2224517,25
1005,22,C,79,0.3383456,0.0001427,0.0112694,36
1006,22,B,69,0.0259431,0.0000109,0.0007547,25
1007,21,C,79,0.1134486,0.0000478,0.0037787,36
1008,21,A,49,0.1019566,0.000043,0.0021063,36
1009,21,A,49,0.1042754,0.000044,0.0021542,36
1010,21,B,69,2.1266627,0.0008966,0.0618674,36
1011,43,B,60,1.3987637,0.0005897,0.0353843,36
1012,43,C,73,0.119426,0.0000504,0.0036757,36
1013,43,A,36,0.0405063,0.0000171,0.0006148,36
1014,43,B,60,0.1818885,0.0000767,0.0046012,36
1015,41,B,60,0.2223948,0.0000938,0.0056259,30
1016,21,C,79,0.0619922,0.0000261,0.0020648,32
1017,21,B,69,0.0741941,0.0000313,0.0021584,32
1018,21,B,69,0.0862086,0.0000363,0.0025079,32
1019,22,C,79,0.0023054,0.000001,0.0000768,27
1020,22,C,79,0.5320365,0.0002243,0.0177208,27
1021,22,B,69,0.0039785,0.0000017,0.0001157,32
1022,22,B,69,0.4178254,0.0001762,0.0121551,27
1023,23,C,79,0.2453007,0.0001034,0.0081703,27
1024,23,B,69,0.0769292,0.0000324,0.002238,27
1025,43,C,73,0.0187254,0.0000079,0.0005763,31
1026,43,D,79,0.4549177,0.0001918,0.0151522,31
